# posix time,TBV (K),TBH (K),Soil Moisture (m^3/m^3),Tau (-),T_IR (K),T_RS (K),T_ACS (K),T_Ant1 (K),T_Ant2 (K),u_RS (mV),u_ACS (mV),u_V (mV),u_H (mV),STDOM(u_RS) (mV),STDOM(u_ACS) (mV),STDOM(u_V) (mV),STDOM(u_H) (mV),Gain (K/mV),Offset (K),TBV Residual (K),TBH Residual (K),Cost Function Value (K^2)
1.667401206269999981e+09,3.353,7.385,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.662,1025.212,1037.593,1040.218,0.940,0.970,0.870,0.880,4.6237,-4723.5432,187.116,183.084,68532.169
1.667401206329999924e+09,7.151,7.686,0.400,nan,273.150,300.900,300.770,302.150,288.840,1086.251,1025.151,1038.083,1040.118,0.580,0.760,1.030,0.800,4.6501,-4750.3100,183.318,182.783,67015.122
1.667401206400000095e+09,9.169,12.086,0.400,nan,273.150,300.900,300.770,302.150,288.840,1086.178,1024.888,1038.192,1040.596,0.700,0.800,0.650,1.150,4.6358,-4734.3764,181.300,178.383,64690.393
1.667401206460000038e+09,11.789,4.284,0.400,nan,273.150,300.900,300.770,302.150,288.840,1086.631,1025.004,1038.815,1039.561,0.840,0.740,0.700,0.980,4.6105,-4708.9937,178.680,186.185,66591.279
1.667401206519999981e+09,4.195,3.925,0.400,nan,273.150,300.900,300.770,302.150,288.840,1086.094,1025.363,1037.736,1039.653,0.870,1.030,1.090,0.930,4.6785,-4780.3409,186.274,186.544,69496.510
1.667401206589999914e+09,4.032,3.207,0.400,nan,273.150,300.900,300.770,302.270,288.840,1086.759,1025.290,1037.787,1039.640,0.800,0.970,0.760,0.860,4.6223,-4722.4630,186.437,187.262,69825.657
1.667401206650000095e+09,8.946,3.730,0.400,nan,273.150,300.900,300.840,302.270,288.840,1085.802,1025.077,1038.219,1039.331,0.760,0.600,0.920,0.790,4.6786,-4779.0956,181.523,186.739,67822.074
1.667401206710000038e+09,3.234,5.284,0.400,nan,273.150,300.900,300.840,302.270,288.840,1086.451,1025.375,1037.657,1039.956,0.640,0.930,0.900,0.620,4.6516,-4752.8806,187.235,185.185,69350.756
1.667401206769999981e+09,9.217,9.196,0.400,nan,273.150,300.900,300.840,302.270,288.840,1085.919,1024.791,1038.064,1039.999,0.770,1.080,0.910,0.690,4.6476,-4746.0585,181.252,181.273,65712.252
1.667401206839999914e+09,5.592,5.691,0.400,nan,273.150,300.900,300.840,302.210,288.900,1085.898,1025.250,1037.829,1039.792,0.760,1.030,1.230,0.790,4.6844,-4785.9298,184.877,184.778,68322.329
1.667401206900000095e+09,7.854,5.686,0.400,nan,273.150,300.900,300.770,302.210,288.900,1085.911,1025.208,1038.171,1039.766,0.860,0.740,0.880,1.070,4.6807,-4781.8840,182.615,184.783,67492.977
1.667401206970000029e+09,8.533,5.829,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.407,1025.213,1038.392,1039.911,0.830,0.580,0.850,1.120,4.6430,-4743.2903,181.936,184.640,67192.638
1.667401207029999971e+09,7.971,8.847,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.294,1025.297,1038.342,1040.422,1.310,0.890,0.890,0.810,4.6581,-4759.1281,182.498,181.622,66291.869
1.667401207089999914e+09,7.686,9.393,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.677,1024.607,1037.834,1040.085,0.890,1.050,1.110,0.640,4.5775,-4673.4019,182.783,181.076,66198.266
1.667401207160000086e+09,5.069,8.715,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.474,1025.059,1037.716,1040.267,1.110,0.890,0.990,0.840,4.6264,-4725.5146,185.400,181.754,67407.915
1.667401207220000029e+09,6.649,2.482,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.286,1025.300,1038.126,1039.423,0.700,1.010,0.980,0.860,4.6589,-4759.9630,183.820,187.987,69129.191
1.667401207279999971e+09,8.863,5.586,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.332,1024.811,1038.115,1039.549,1.050,0.860,0.880,0.790,4.6184,-4716.2123,181.607,184.883,67162.682
1.667401207339999914e+09,7.105,6.319,0.400,nan,273.150,300.900,300.840,302.210,288.840,1086.351,1025.045,1038.010,1039.844,0.520,0.730,0.590,1.200,4.6342,-4733.4880,183.364,184.150,67533.479
1.667401207410000086e+09,10.053,3.990,0.400,nan,273.150,300.900,300.840,302.210,288.840,1085.878,1025.222,1038.529,1039.500,1.110,1.120,0.880,0.950,4.6838,-4785.1424,180.416,186.480,67324.703
1.667401207470000029e+09,8.135,9.592,0.400,nan,273.150,300.900,300.840,302.210,288.840,1086.169,1024.524,1037.731,1039.924,0.770,0.700,0.930,0.860,4.6087,-4704.9559,182.334,180.878,65962.339
1.667401207529999971e+09,9.357,8.668,0.400,nan,273.150,300.900,300.840,302.270,288.960,1086.188,1024.780,1038.137,1039.975,0.670,0.840,0.630,0.930,4.6265,-4724.3229,181.112,181.801,65853.111
1.667401207599999905e+09,9.379,5.332,0.400,nan,273.150,300.900,300.840,302.270,288.960,1085.886,1024.880,1038.154,1039.451,0.890,0.900,0.800,0.790,4.6570,-4756.0391,181.090,185.137,67069.462
1.667401207660000086e+09,10.349,7.459,0.400,nan,273.150,300.900,300.840,302.270,288.960,1085.697,1024.430,1037.919,1039.399,0.700,0.840,0.880,0.990,4.6371,-4733.5710,180.120,183.010,65935.997
1.667401207720000029e+09,6.452,6.759,0.400,nan,273.150,300.900,300.840,302.270,288.960,1086.752,1025.256,1038.153,1040.170,0.810,0.580,0.900,0.740,4.6198,-4719.6590,184.017,183.710,67611.680
1.667401207779999971e+09,5.333,6.800,0.400,nan,273.150,300.900,300.840,302.210,288.900,1086.057,1024.715,1037.395,1039.598,0.960,0.770,0.920,0.880,4.6315,-4729.1307,185.136,183.669,68009.806
1.667401207849999905e+09,6.501,4.608,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.103,1025.196,1037.982,1039.634,0.810,0.990,0.810,1.090,4.6649,-4765.7077,183.969,185.861,68388.688
1.667401207910000086e+09,8.455,6.616,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.366,1024.926,1038.146,1039.808,0.950,0.930,0.830,0.750,4.6244,-4722.9449,182.014,183.853,66931.064
1.667401207970000029e+09,9.707,4.498,0.400,nan,273.150,300.900,300.770,302.210,288.900,1086.296,1024.934,1038.342,1039.462,0.720,0.760,0.690,1.000,4.6303,-4728.9972,180.762,185.971,67260.141
1.667401208039999962e+09,6.280,7.713,0.400,nan,273.150,300.900,300.770,302.270,288.900,1086.105,1025.466,1038.160,1040.325,1.050,0.820,0.830,0.730,4.6855,-4788.0918,184.190,182.756,67325.708
1.667401208099999905e+09,8.775,4.107,0.400,nan,273.150,300.900,300.840,302.270,288.900,1086.413,1025.256,1038.463,1039.671,0.790,1.000,0.820,0.610,4.6454,-4745.9697,181.694,186.362,67743.410
1.667401266259999990e+09,7.164,6.809,0.400,nan,273.150,301.400,301.210,302.900,288.520,1086.468,1024.958,1037.954,1039.862,0.840,1.140,0.570,0.410,4.6248,-4723.2623,183.305,183.660,67331.756
1.667401266319999933e+09,4.655,3.261,0.400,nan,273.150,301.400,301.210,302.900,288.520,1086.144,1025.178,1037.650,1039.395,0.820,1.080,0.990,0.950,4.6661,-4766.6206,185.814,187.208,69573.795
1.667401266390000105e+09,8.861,4.295,0.400,nan,273.150,301.400,301.210,302.900,288.460,1085.898,1024.601,1037.831,1039.058,0.680,0.800,0.800,1.080,4.6409,-4738.1356,181.608,186.174,67642.349
1.667401266450000048e+09,6.208,11.120,0.400,nan,273.150,301.400,301.210,302.900,288.460,1085.629,1024.586,1037.327,1040.054,0.730,0.960,0.930,0.620,4.6602,-4757.8576,184.261,179.349,66118.215
1.667401266509999990e+09,5.299,6.530,0.400,nan,273.150,301.400,301.210,302.900,288.460,1086.439,1025.329,1037.935,1040.093,0.890,0.930,0.770,0.840,4.6551,-4756.0662,185.170,183.939,68121.809
1.667401266569999933e+09,-0.221,0.886,0.400,nan,273.150,301.400,301.270,302.900,288.460,1086.434,1025.566,1037.218,1039.385,1.020,0.710,0.990,1.010,4.6732,-4775.7064,190.690,189.583,72304.478
1.667401266640000105e+09,10.054,4.570,0.400,nan,273.150,301.400,301.270,302.900,288.520,1085.495,1024.555,1037.899,1038.967,0.820,1.070,0.820,1.070,4.6677,-4765.3559,180.415,185.899,67108.113
1.667401266700000048e+09,8.518,7.492,0.400,nan,273.150,301.400,301.270,302.900,288.520,1086.126,1024.840,1038.007,1039.794,0.950,0.690,0.910,0.900,4.6413,-4739.6314,181.951,182.977,66586.762
1.667401266759999990e+09,6.918,5.816,0.400,nan,273.150,301.400,301.210,302.900,288.520,1085.737,1024.600,1037.477,1039.258,1.120,0.870,0.840,0.890,4.6530,-4750.5249,183.551,184.653,67787.823
1.667401266829999924e+09,6.468,4.934,0.400,nan,273.150,301.400,301.210,302.900,288.520,1086.162,1024.862,1037.700,1039.421,1.000,0.860,0.880,0.600,4.6406,-4739.0661,184.002,185.535,68279.849
1.667401266890000105e+09,8.057,6.679,0.400,nan,273.150,301.400,301.210,302.900,288.460,1085.771,1024.506,1037.596,1039.330,0.810,1.060,0.780,0.670,4.6432,-4740.1041,182.412,183.790,67052.771
1.667401266950000048e+09,4.741,5.031,0.400,nan,273.150,301.400,301.210,302.900,288.460,1085.954,1025.118,1037.577,1039.581,0.580,1.230,0.870,0.910,4.6761,-4776.6005,185.728,185.438,68882.301
1.667401267019999981e+09,6.313,4.186,0.400,nan,273.150,301.400,301.270,302.900,288.460,1085.701,1025.000,1037.683,1039.296,1.160,1.090,1.070,0.760,4.6860,-4786.2479,184.156,186.283,68615.022
1.667401267079999924e+09,9.915,8.504,0.400,nan,273.150,301.400,301.270,302.900,288.460,1085.964,1024.346,1037.815,1039.542,0.910,0.830,0.940,1.030,4.6164,-4711.8016,180.554,181.965,65711.149
1.667401267150000095e+09,4.953,4.580,0.400,nan,273.150,301.400,301.270,302.900,288.460,1085.989,1025.100,1037.601,1039.502,1.210,0.980,0.820,0.700,4.6717,-4771.9727,185.516,185.889,68970.848
1.667401267210000038e+09,6.098,6.136,0.400,nan,273.150,301.400,301.270,302.900,288.460,1085.706,1024.888,1037.560,1039.516,0.750,0.960,0.610,0.710,4.6770,-4776.4500,184.371,184.333,67971.285
1.667401267279999971e+09,6.371,5.949,0.400,nan,273.150,301.400,301.210,302.900,288.460,1085.729,1024.608,1037.392,1039.283,0.670,1.100,0.750,0.720,4.6542,-4751.7964,184.098,184.520,67939.796
1.667401267339999914e+09,9.578,8.209,0.400,nan,273.150,301.400,301.210,302.900,288.520,1085.736,1024.586,1037.901,1039.623,1.320,0.840,0.910,0.740,4.6520,-4749.4710,180.891,182.260,65940.088
1.667401267400000095e+09,7.263,6.466,0.400,nan,273.150,301.400,301.210,302.900,288.520,1086.406,1024.486,1037.585,1039.435,0.770,0.700,1.030,0.720,4.5941,-4689.6766,183.206,184.003,67421.555
1.667401267470000029e+09,11.684,6.389,0.400,nan,273.150,301.400,301.210,302.900,288.520,1085.465,1024.530,1038.143,1039.230,0.520,1.140,0.860,0.530,4.6685,-4766.0447,178.785,184.081,65849.741
1.667401267529999971e+09,13.028,7.182,0.400,nan,273.150,301.400,301.210,302.900,288.520,1086.046,1024.116,1038.174,1039.182,0.970,1.070,0.760,0.720,4.5934,-4687.2417,177.441,183.287,65079.484
1.667401267599999905e+09,8.277,4.993,0.400,nan,273.150,301.400,301.210,302.900,288.520,1086.055,1024.652,1037.809,1039.244,1.480,0.850,0.870,0.820,4.6328,-4730.1153,182.192,185.477,67595.556
1.667401267660000086e+09,7.561,3.410,0.400,nan,273.150,301.400,301.210,302.900,288.520,1085.578,1025.042,1037.896,1039.181,1.000,0.890,0.870,0.610,4.6991,-4799.8923,182.908,187.059,68446.240
1.667401267730000019e+09,8.264,5.817,0.400,nan,273.150,301.400,301.210,302.900,288.520,1085.736,1024.578,1037.680,1039.241,0.800,0.960,0.580,0.770,4.6513,-4748.7383,182.205,184.652,67294.960
1.667401267789999962e+09,6.909,9.604,0.400,nan,273.150,301.400,301.210,302.900,288.520,1086.322,1024.568,1037.573,1039.975,0.890,1.270,0.650,0.970,4.6064,-4702.6826,183.561,180.865,66406.527
1.667401267849999905e+09,8.547,7.824,0.400,nan,273.150,301.400,301.210,302.960,288.460,1085.913,1024.647,1037.818,1039.652,0.920,0.960,0.800,0.880,4.6432,-4740.7456,181.923,182.645,66454.983
1.667401267920000076e+09,9.854,3.565,0.400,nan,273.150,301.400,301.210,302.960,288.460,1086.425,1024.841,1038.296,1039.250,0.880,0.990,1.000,0.760,4.6192,-4717.0111,180.615,186.904,67554.895
1.667401267980000019e+09,9.592,7.443,0.400,nan,273.150,301.400,301.210,302.960,288.460,1086.773,1024.511,1038.071,1039.699,0.740,0.550,0.920,1.020,4.5689,-4664.0010,180.877,183.026,66215.165
1.667401268049999952e+09,11.040,5.910,0.400,nan,273.150,301.400,301.210,302.960,288.520,1085.885,1024.406,1038.034,1039.161,0.890,0.900,1.030,1.100,4.6271,-4723.1238,179.430,184.559,66257.160
1.667401268109999895e+09,5.026,6.278,0.400,nan,273.150,301.400,301.210,302.960,288.520,1086.139,1025.204,1037.729,1039.886,0.670,0.880,0.980,1.000,4.6684,-4769.0850,185.443,184.191,68315.346
1.667401326250000000e+09,9.970,6.028,0.400,nan,273.150,301.710,301.520,303.520,288.210,1085.740,1024.457,1037.848,1039.167,0.880,1.040,0.620,0.960,4.6451,-4741.7128,180.499,184.441,66598.332
1.667401326309999943e+09,8.214,9.480,0.400,nan,273.150,301.710,301.520,303.520,288.210,1085.389,1024.595,1037.593,1039.727,0.680,0.780,0.810,1.010,4.6826,-4780.7182,182.255,180.989,65973.928
1.667401326380000114e+09,8.769,4.318,0.400,nan,273.150,301.710,301.520,303.520,288.340,1085.725,1024.718,1037.853,1039.094,0.730,0.930,1.230,0.800,4.6662,-4764.4761,181.700,186.151,67666.992
1.667401326440000057e+09,9.276,4.873,0.400,nan,273.150,301.710,301.520,303.590,288.340,1086.031,1024.672,1037.966,1039.219,0.590,0.860,0.690,0.610,4.6395,-4736.9200,181.193,185.596,67276.588
1.667401326500000000e+09,9.826,6.851,0.400,nan,273.150,301.710,301.520,303.590,288.340,1085.807,1024.399,1037.794,1039.269,0.900,0.650,0.860,1.000,4.6358,-4731.8374,180.643,183.618,66347.606
1.667401326569999933e+09,7.439,9.313,0.400,nan,273.150,301.710,301.520,303.590,288.270,1085.251,1024.343,1037.240,1039.477,1.160,0.900,0.840,1.080,4.6738,-4770.4953,183.030,181.157,66317.580
1.667401326630000114e+09,4.251,3.724,0.400,nan,273.150,301.710,301.520,303.590,288.270,1086.735,1024.527,1037.168,1039.091,0.950,0.790,1.160,1.020,4.5761,-4671.2655,186.218,186.746,69550.971
1.667401326690000057e+09,8.229,6.532,0.400,nan,273.150,301.650,301.460,303.590,288.270,1086.393,1024.434,1037.687,1039.390,1.150,1.170,0.860,0.990,4.5938,-4689.0219,182.240,183.937,67044.058
1.667401326750000000e+09,8.387,6.833,0.400,nan,273.150,301.650,301.460,303.590,288.270,1085.765,1024.755,1037.832,1039.529,1.050,0.870,0.780,0.600,4.6654,-4763.8259,182.082,183.636,66876.117
1.667401326819999933e+09,8.539,6.458,0.400,nan,273.150,301.650,301.460,303.590,288.270,1085.335,1024.312,1037.416,1039.030,0.860,1.220,1.300,0.750,4.6643,-4760.6830,181.930,184.011,66958.662
1.667401326880000114e+09,8.212,6.001,0.400,nan,273.150,301.650,301.460,303.590,288.270,1085.496,1024.984,1037.926,1039.508,1.070,0.850,0.730,1.060,4.7037,-4804.2481,182.258,184.468,67246.342
1.667401326950000048e+09,7.024,4.510,0.400,nan,273.150,301.710,301.520,303.650,288.270,1085.458,1025.229,1037.915,1039.451,1.010,0.830,0.800,0.920,4.7265,-4828.6557,183.445,185.959,68232.791
1.667401327009999990e+09,10.885,7.029,0.400,nan,273.150,301.710,301.520,303.650,288.270,1085.916,1024.177,1037.819,1039.155,0.840,1.170,0.970,0.530,4.6109,-4705.2980,179.584,183.440,65900.738
1.667401327079999924e+09,6.170,8.256,0.400,nan,273.150,301.710,301.520,303.650,288.270,1085.607,1024.805,1037.472,1039.747,0.990,1.010,0.890,0.750,4.6819,-4780.9870,184.299,182.213,67167.827
1.667401327140000105e+09,8.639,8.205,0.400,nan,273.150,301.710,301.520,303.650,288.270,1086.133,1024.383,1037.656,1039.551,1.030,0.880,0.950,0.990,4.6100,-4705.3917,181.830,182.264,66282.449
1.667401327210000038e+09,8.642,1.896,0.400,nan,273.150,301.710,301.520,303.590,288.270,1085.769,1025.123,1038.159,1039.036,0.860,0.750,1.130,0.700,4.6940,-4794.8786,181.828,188.573,68620.991
1.667401327269999981e+09,6.430,0.130,0.400,nan,273.150,301.710,301.520,303.590,288.270,1085.922,1024.707,1037.503,1038.474,0.880,0.980,0.830,0.680,4.6504,-4748.2417,184.039,190.339,70099.168
1.667401327339999914e+09,7.227,6.605,0.400,nan,273.150,301.710,301.520,303.590,288.270,1085.343,1024.626,1037.447,1039.290,1.080,1.150,0.940,0.860,4.6885,-4786.8736,183.243,183.864,67383.669
1.667401327400000095e+09,10.970,7.935,0.400,nan,273.150,301.710,301.520,303.650,288.270,1085.820,1024.448,1038.023,1039.480,0.930,1.000,0.680,0.970,4.6384,-4734.8083,179.499,182.534,65538.526
1.667401327460000038e+09,5.378,0.980,0.400,nan,273.150,301.710,301.520,303.650,288.270,1086.399,1025.310,1037.908,1039.181,1.080,0.990,0.990,0.950,4.6599,-4760.7843,185.091,189.489,70164.862
1.667401327529999971e+09,9.593,8.497,0.400,nan,273.150,301.710,301.520,303.650,288.400,1085.753,1024.568,1037.877,1039.643,1.440,0.930,0.730,0.730,4.6526,-4749.8926,180.876,181.972,65829.715
1.667401327589999914e+09,7.630,6.876,0.400,nan,273.150,301.710,301.520,303.650,288.400,1085.866,1024.783,1037.748,1039.578,0.860,0.840,0.740,0.720,4.6604,-4758.8289,182.839,183.593,67136.305
1.667401327660000086e+09,7.640,4.808,0.400,nan,273.150,301.650,301.520,303.650,288.400,1085.701,1024.773,1037.707,1039.208,0.640,1.000,0.920,1.010,4.6712,-4769.9162,182.829,185.661,67896.332
1.667401327720000029e+09,7.499,4.504,0.400,nan,273.150,301.650,301.520,303.650,288.400,1086.052,1024.197,1037.304,1038.802,0.860,0.710,0.660,1.270,4.6013,-4695.5706,182.970,185.965,68061.274
1.667401327779999971e+09,3.693,5.382,0.400,nan,273.150,301.650,301.520,303.650,288.210,1086.002,1024.571,1036.962,1039.215,0.620,0.960,0.670,0.590,4.6330,-4729.8466,186.776,185.087,69142.340
1.667401327849999905e+09,8.020,2.227,0.400,nan,273.150,301.710,301.520,303.650,288.210,1085.770,1024.708,1037.732,1038.769,0.720,0.620,0.600,0.790,4.6620,-4760.1876,182.449,188.242,68722.759
1.667401327910000086e+09,12.985,7.993,0.400,nan,273.150,301.710,301.520,303.650,288.210,1085.891,1024.665,1038.538,1039.670,0.920,1.040,1.100,1.130,4.6496,-4747.2063,177.484,182.476,64798.221
1.667401327980000019e+09,11.895,8.242,0.400,nan,273.150,301.710,301.520,303.650,288.210,1086.123,1023.869,1037.793,1039.166,0.930,0.790,0.930,0.800,4.5727,-4664.7995,178.574,182.227,65095.486
1.667401328039999962e+09,10.461,6.297,0.400,nan,273.150,301.710,301.520,303.650,288.270,1085.435,1024.401,1037.818,1039.094,0.590,0.820,0.990,0.690,4.6642,-4760.9708,180.008,184.172,66322.287
1.667401328109999895e+09,9.464,6.894,0.400,nan,273.150,301.710,301.520,303.650,288.270,1085.735,1024.744,1037.989,1039.520,0.670,0.820,1.200,1.130,4.6675,-4765.9150,181.005,183.575,66462.825
1.667401386299999952e+09,13.515,9.203,0.400,nan,273.150,301.960,301.770,304.210,288.270,1085.950,1024.735,1038.678,1039.915,0.940,0.710,0.730,0.970,4.6530,-4750.9188,176.954,181.266,64170.032
1.667401386369999886e+09,15.254,11.611,0.400,nan,273.150,301.960,301.770,304.210,288.270,1085.486,1024.709,1038.836,1040.156,0.950,0.950,0.870,0.680,4.6866,-4785.2237,175.215,178.858,62690.394
1.667401386430000067e+09,6.168,8.317,0.400,nan,273.150,301.960,301.770,304.210,288.340,1086.117,1025.303,1037.960,1040.246,1.280,0.720,0.840,0.920,4.6837,-4785.0436,184.301,182.152,67146.436
1.667401386490000010e+09,15.921,10.418,0.400,nan,273.150,301.900,301.770,304.210,288.340,1085.253,1024.835,1038.986,1040.006,1.490,1.010,0.940,1.090,4.7134,-4813.3261,174.548,180.051,62885.321
1.667401386559999943e+09,16.426,15.303,0.400,nan,273.150,301.900,301.770,304.270,288.340,1086.094,1024.127,1038.725,1040.465,0.800,1.070,0.570,0.650,4.5955,-4689.2549,174.043,175.166,60974.196
1.667401386619999886e+09,16.721,11.354,0.400,nan,273.150,301.900,301.710,304.270,288.340,1085.393,1024.387,1038.810,1039.856,1.080,1.020,1.070,1.150,4.6683,-4765.0561,173.748,179.115,62270.486
1.667401386680000067e+09,12.822,12.584,0.400,nan,273.150,301.900,301.710,304.270,288.150,1085.747,1024.278,1038.169,1040.058,1.040,0.780,0.770,0.830,4.6331,-4728.4431,177.647,177.885,63201.542
1.667401386740000010e+09,13.723,11.338,0.400,nan,273.150,301.900,301.710,304.270,288.150,1086.235,1024.663,1038.726,1040.273,1.340,0.890,0.860,1.090,4.6254,-4722.3497,176.746,179.131,63326.908
1.667401386809999943e+09,12.028,14.549,0.400,nan,273.150,301.900,301.770,304.210,288.150,1085.730,1024.390,1038.117,1040.442,0.690,0.990,0.880,0.840,4.6425,-4738.6212,178.441,175.920,62789.125
1.667401386869999886e+09,13.104,11.659,0.400,nan,273.150,301.900,301.770,304.210,288.150,1085.608,1024.367,1038.249,1039.940,0.610,0.620,0.600,1.060,4.6500,-4746.2123,177.365,178.810,63431.286
1.667401386940000057e+09,12.398,13.341,0.400,nan,273.150,301.900,301.770,304.210,288.400,1085.432,1024.498,1038.195,1040.256,0.880,0.870,0.780,0.970,4.6734,-4770.7805,178.071,177.128,63083.670
1.667401387000000000e+09,12.552,11.426,0.400,nan,273.150,301.960,301.770,304.210,288.400,1085.607,1024.283,1038.094,1039.840,0.740,1.110,0.710,0.700,4.6447,-4740.3920,177.917,179.043,63711.045
1.667401387059999943e+09,12.702,10.939,0.400,nan,273.150,301.960,301.770,304.210,288.400,1086.176,1024.484,1038.402,1040.058,0.920,0.690,0.840,1.300,4.6170,-4712.9262,177.767,179.530,63832.019
1.667401387130000114e+09,11.327,13.458,0.400,nan,273.150,301.960,301.770,304.210,288.340,1085.654,1024.348,1037.953,1040.220,0.920,0.760,0.850,1.080,4.6461,-4742.0904,179.142,177.011,63424.912
1.667401387190000057e+09,13.812,11.668,0.400,nan,273.150,301.960,301.770,304.210,288.340,1085.315,1024.834,1038.658,1040.215,0.830,0.990,1.050,0.810,4.7094,-4809.2327,176.657,178.801,63177.497
1.667401387250000000e+09,13.855,8.983,0.400,nan,273.150,301.960,301.770,304.210,288.340,1085.456,1024.903,1038.751,1039.885,0.900,0.660,0.940,1.010,4.7039,-4803.9338,176.615,181.486,64129.949
1.667401387309999943e+09,11.680,14.325,0.400,nan,273.150,301.960,301.710,304.210,288.340,1085.523,1024.291,1037.941,1040.284,1.160,0.790,0.780,0.710,4.6520,-4747.9069,178.789,176.144,62992.054
1.667401387380000114e+09,12.209,10.304,0.400,nan,273.150,301.960,301.710,304.210,288.340,1085.870,1024.536,1038.296,1039.923,0.830,0.690,1.020,0.990,4.6443,-4741.1925,178.260,180.165,64236.201
1.667401387440000057e+09,12.758,15.536,0.400,nan,273.150,301.960,301.710,304.210,288.340,1085.713,1024.097,1038.010,1040.381,1.130,0.970,0.790,0.980,4.6231,-4717.3446,177.711,174.933,62182.875
1.667401387500000000e+09,5.442,10.792,0.400,nan,273.150,301.960,301.710,304.270,288.340,1085.639,1025.300,1037.745,1040.513,1.030,0.540,0.910,0.830,4.7209,-4823.2083,185.027,179.677,66519.021
1.667401387569999933e+09,12.376,14.740,0.400,nan,273.150,301.960,301.710,304.270,288.340,1085.621,1024.550,1038.278,1040.566,1.000,0.860,0.810,0.670,4.6643,-4761.6933,178.093,175.729,62597.985
1.667401387630000114e+09,14.164,14.041,0.400,nan,273.150,301.960,301.710,304.270,288.270,1085.514,1024.311,1038.362,1040.252,0.610,1.070,0.870,0.960,4.6542,-4750.2834,176.305,176.428,62210.077
1.667401387690000057e+09,15.381,13.253,0.400,nan,273.150,301.960,301.710,304.270,288.270,1085.647,1024.587,1038.804,1040.367,1.070,1.070,0.850,0.780,4.6651,-4762.7200,175.088,177.216,62061.609
1.667401387759999990e+09,16.012,11.663,0.400,nan,273.150,301.960,301.710,304.210,288.270,1085.330,1025.023,1039.166,1040.362,0.940,1.110,0.750,1.050,4.7233,-4824.4097,174.457,178.806,62406.992
1.667401387819999933e+09,14.692,9.910,0.400,nan,273.150,301.960,301.710,304.210,288.270,1085.287,1024.909,1038.855,1039.994,1.070,0.950,0.730,1.150,4.7178,-4818.2027,175.777,180.559,63499.202
1.667401387880000114e+09,17.223,12.906,0.400,nan,273.150,301.960,301.710,304.210,288.400,1085.696,1024.097,1038.743,1039.962,0.870,0.480,1.100,1.100,4.6243,-4718.6376,173.246,177.563,61543.123
1.667401387940000057e+09,14.603,12.063,0.400,nan,273.150,301.900,301.710,304.210,288.400,1085.057,1024.536,1038.502,1039.993,1.200,0.900,0.680,0.810,4.7057,-4804.0740,175.866,178.406,62757.403
1.667401388009999990e+09,15.242,15.495,0.400,nan,273.150,301.900,301.770,304.210,288.400,1085.051,1024.250,1038.381,1040.310,1.050,1.200,0.890,0.770,4.6837,-4780.1108,175.227,174.974,61320.253
1.667401388069999933e+09,14.678,12.566,0.400,nan,273.150,301.900,301.770,304.210,288.340,1085.732,1024.544,1038.672,1040.246,0.930,0.940,0.790,1.060,4.6540,-4751.1198,175.791,177.903,62552.114
1.667401388130000114e+09,14.574,10.364,0.400,nan,273.150,301.900,301.770,304.210,288.340,1085.832,1024.597,1038.719,1039.965,0.950,1.130,0.950,0.920,4.6505,-4747.7386,175.895,180.105,63376.763
1.667401446319999933e+09,17.815,14.045,0.400,nan,273.150,302.150,301.960,304.840,288.020,1085.227,1023.883,1038.551,1039.847,0.930,0.910,0.850,0.880,4.6452,-4738.9625,172.654,176.424,60934.964
1.667401446380000114e+09,10.409,6.991,0.400,nan,273.150,302.150,301.960,304.840,288.020,1086.155,1024.698,1038.175,1039.579,1.220,0.990,0.940,0.900,4.6366,-4733.9235,180.060,183.479,66086.094
1.667401446440000057e+09,12.171,12.039,0.400,nan,273.150,302.150,301.960,304.840,288.020,1085.387,1024.178,1037.889,1039.792,0.850,0.970,0.710,0.700,4.6554,-4750.7755,178.298,178.430,63627.426
1.667401446509999990e+09,10.886,9.702,0.400,nan,273.150,302.150,301.960,304.840,288.020,1085.531,1024.431,1037.908,1039.651,1.240,0.730,0.870,0.940,4.6638,-4760.4949,179.583,180.767,64927.064
1.667401446569999933e+09,12.591,13.595,0.400,nan,273.150,302.150,301.960,304.840,288.150,1085.609,1024.307,1038.108,1040.190,0.820,0.900,0.970,1.130,4.6483,-4744.1359,177.878,176.874,62925.014
1.667401446640000105e+09,12.430,10.179,0.400,nan,273.150,302.150,301.960,304.840,288.150,1085.400,1024.474,1038.164,1039.725,1.010,1.190,0.950,1.070,4.6771,-4774.3560,178.039,180.290,64202.518
1.667401446700000048e+09,13.952,11.828,0.400,nan,273.150,302.150,301.960,304.840,288.150,1084.717,1024.153,1038.008,1039.570,1.200,0.910,0.930,0.860,4.7050,-4801.4623,176.518,178.641,63071.117
