# posix time,TBV (K),TBH (K),Soil Moisture (m^3/m^3),Tau (-),T_IR (K),T_RS (K),T_ACS (K),T_Ant1 (K),T_Ant2 (K),u_RS (mV),u_ACS (mV),u_V (mV),u_H (mV),STDOM(u_RS) (mV),STDOM(u_ACS) (mV),STDOM(u_V) (mV),STDOM(u_H) (mV),Gain (K/mV),Offset (K),TBV Residual (K),TBH Residual (K),Cost Function Value (K^2)
1.655414223089999914e+09,7895.535,6525.195,0.000,nan,273.150,306.340,305.840,309.960,296.090,1119.708,1064.029,2238.733,1999.443,1.460,1.350,0.620,1.150,5.1683,-5480.6768,-7612.704,-6242.364,96920378.148
1.655414223160000086e+09,7877.945,6510.556,0.000,nan,273.150,306.340,305.840,309.960,296.090,1119.667,1063.855,2238.767,1999.429,1.530,1.570,0.600,1.130,5.1560,-5466.6636,-7595.114,-6227.726,96470323.800
1.655414223220000029e+09,7833.536,6483.267,0.000,nan,273.150,306.340,305.840,310.090,296.090,1119.971,1063.840,2238.862,2000.867,1.670,1.350,0.680,1.080,5.1267,-5435.4338,-7550.705,-6200.437,95458560.917
1.655414223279999971e+09,7978.490,6608.980,0.000,nan,273.150,306.340,305.840,310.090,296.090,1119.381,1064.295,2238.598,2001.480,1.190,1.240,0.720,1.140,5.2239,-5541.2244,-7695.659,-6326.149,99243337.766
1.655414223349999905e+09,7959.181,6599.351,0.000,nan,273.150,306.340,305.840,310.090,296.090,1119.665,1064.459,2238.491,2002.330,1.350,1.420,0.540,1.540,5.2126,-5530.0243,-7676.350,-6316.520,98824773.479
1.655414223410000086e+09,7912.727,6577.619,0.000,nan,273.150,306.340,305.840,310.090,296.090,1119.492,1063.952,2238.267,2004.440,1.290,1.300,0.520,1.510,5.1812,-5493.9698,-7629.896,-6294.788,97839667.134
1.655414223470000029e+09,7769.368,6471.429,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.674,1063.088,2238.017,2006.007,1.460,1.710,0.700,1.160,5.0855,-5387.7655,-7486.537,-6188.598,94346973.487
1.655414223539999962e+09,7833.800,6527.269,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.635,1063.556,2237.547,2005.999,1.460,1.640,0.700,1.500,5.1314,-5438.9457,-7550.969,-6244.438,96010141.414
1.655414223599999905e+09,7904.820,6587.921,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.307,1063.739,2237.472,2006.148,1.550,1.170,0.680,1.150,5.1786,-5490.1428,-7621.989,-6305.090,97848888.229
1.655414223660000086e+09,7896.720,6585.317,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.852,1064.242,2237.663,2006.990,1.490,1.390,0.720,1.260,5.1747,-5488.6144,-7613.889,-6302.486,97692636.219
1.655414223720000029e+09,7961.053,6632.678,0.000,nan,273.150,306.340,305.840,309.960,296.150,1118.647,1063.480,2236.964,2005.366,1.490,0.840,0.560,1.340,5.2162,-5528.8009,-7678.222,-6349.847,99275657.547
1.655414223789999962e+09,7941.126,6607.718,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.528,1064.216,2237.860,2005.065,1.520,1.100,0.560,0.940,5.2026,-5518.1204,-7658.295,-6324.887,98653675.672
1.655414223849999905e+09,7857.402,6548.903,0.000,nan,273.150,306.340,305.770,309.960,296.020,1119.584,1063.559,2239.802,2008.079,1.160,1.390,0.750,1.020,5.1369,-5444.8277,-7574.571,-6266.072,96637789.682
1.655414223910000086e+09,7883.749,6559.818,0.000,nan,273.150,306.340,305.770,309.960,296.020,1119.947,1064.022,2242.088,2008.423,1.590,1.510,0.610,1.210,5.1460,-5456.8800,-7600.918,-6276.987,97174522.058
1.655414223980000019e+09,8004.111,6645.866,nan,nan,273.150,306.340,305.770,310.020,296.020,1119.457,1064.260,2244.568,2008.422,1.010,1.160,0.690,1.140,5.2139,-5530.4051,nan,nan,100106375.319
1.655414224039999962e+09,8002.919,6607.716,0.000,nan,273.150,306.340,305.770,310.020,296.090,1119.660,1064.475,2244.359,2003.089,1.360,1.350,0.690,1.840,5.2150,-5532.7033,-7720.088,-6324.885,99603930.343
1.655414224099999905e+09,7972.835,6568.023,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.521,1064.078,2245.157,2001.564,1.460,1.200,0.590,1.120,5.1903,-5504.3200,-7690.004,-6285.192,98639795.335
1.655414224170000076e+09,7959.060,6592.678,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.871,1064.293,2246.216,2007.540,1.140,1.480,0.620,1.240,5.1777,-5492.0405,-7676.229,-6309.848,98738670.986
1.655414224230000019e+09,8097.978,6737.255,nan,nan,273.150,306.340,305.840,310.020,296.150,1119.163,1064.532,2246.408,2011.769,1.520,1.180,0.620,1.420,5.2675,-5588.8524,nan,nan,102736108.174
1.655414224289999962e+09,7999.451,6664.228,nan,nan,273.150,306.340,305.840,310.020,296.150,1119.796,1064.496,2246.418,2013.074,1.320,1.210,0.620,1.270,5.2038,-5520.8189,nan,nan,100268458.493
1.655414224349999905e+09,7979.290,6652.490,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.797,1064.355,2246.358,2013.721,1.410,1.270,0.580,1.070,5.1904,-5505.8673,-7696.460,-6369.659,99808050.483
1.655414224420000076e+09,7978.201,6649.495,0.000,nan,273.150,306.340,305.840,309.960,296.150,1119.339,1063.866,2246.366,2013.337,1.340,1.210,0.480,1.050,5.1875,-5500.2644,-7695.370,-6366.664,99753127.467
1.655414224480000019e+09,8006.632,6680.705,nan,nan,273.150,306.340,305.840,309.960,296.090,1119.532,1064.274,2246.366,2014.458,1.160,1.460,0.500,1.430,5.2076,-5523.7888,nan,nan,100589899.299
1.655414224539999962e+09,8007.102,6682.233,nan,nan,273.150,306.340,305.840,309.960,296.090,1119.264,1063.988,2246.509,2014.676,1.360,1.200,0.450,1.080,5.2061,-5520.6200,nan,nan,100616698.422
1.655414224609999895e+09,8021.381,6697.304,nan,nan,273.150,306.340,305.770,309.960,296.090,1119.629,1064.478,2246.325,2015.061,1.560,1.180,0.560,1.060,5.2183,-5536.1735,nan,nan,101030622.155
1.655414224670000076e+09,7895.408,6597.848,0.000,nan,273.150,306.340,305.770,310.020,296.090,1119.934,1063.906,2245.849,2015.442,1.180,1.370,0.620,1.170,5.1366,-5446.3263,-7612.577,-6315.017,97830769.969
1.655414224730000019e+09,8018.388,6699.704,nan,nan,273.150,306.340,305.770,310.020,296.090,1119.355,1064.200,2245.698,2015.190,1.570,1.350,0.450,1.510,5.2179,-5534.3116,nan,nan,101015104.322
1.655414224799999952e+09,7944.285,6638.568,0.000,nan,273.150,306.340,305.770,310.020,296.090,1119.789,1064.110,2245.905,2015.485,1.260,1.570,0.440,1.260,5.1688,-5481.5968,-7661.454,-6355.737,99093266.086
1.655414224859999895e+09,7984.333,6669.556,nan,nan,273.150,306.340,305.770,310.020,296.090,1119.923,1064.546,2245.814,2015.129,1.270,1.280,0.510,0.980,5.1969,-5513.8048,nan,nan,100103393.732
1.655414224920000076e+09,8010.996,6691.332,nan,nan,273.150,306.340,305.770,310.020,296.090,1119.611,1064.422,2245.568,2014.824,1.970,1.040,0.550,1.180,5.2147,-5532.0447,nan,nan,100793427.308
1.655414224990000010e+09,8049.474,6717.790,nan,nan,273.150,306.340,305.770,310.020,296.020,1119.178,1064.223,2245.958,2014.287,1.270,1.270,0.420,1.010,5.2369,-5554.6472,nan,nan,101729440.759
1.655414225049999952e+09,7851.383,6557.072,0.000,nan,273.150,306.340,305.840,310.020,296.020,1120.122,1063.793,2245.630,2014.694,1.190,1.550,0.640,0.990,5.1087,-5415.9843,-7568.552,-6274.241,96649082.933
1.655414225109999895e+09,7946.982,6638.470,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.567,1063.930,2245.320,2014.644,1.430,1.560,0.460,1.370,5.1723,-5484.3578,-7664.151,-6355.639,99133362.532
1.655414225170000076e+09,7961.750,6653.966,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.661,1064.137,2245.318,2015.121,1.740,1.840,0.650,1.240,5.1827,-5496.5396,-7678.920,-6371.135,99557164.195
1.655414225240000010e+09,7944.687,6633.309,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.824,1064.175,2245.496,2014.377,1.580,1.260,0.580,1.140,5.1711,-5484.3683,-7661.856,-6350.478,99032613.043
1.655414225299999952e+09,8008.233,6688.924,nan,nan,273.150,306.340,305.840,310.020,296.090,1119.211,1064.005,2245.221,2014.449,1.140,1.580,0.400,1.170,5.2125,-5527.5965,nan,nan,100719868.129
1.655414225359999895e+09,7939.986,6626.727,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.992,1064.313,2245.575,2014.093,1.870,1.110,0.550,1.120,5.1683,-5482.1233,-7657.155,-6343.897,98877047.534
1.655414225430000067e+09,7983.726,6664.239,nan,nan,273.150,306.340,305.840,310.020,296.090,1119.712,1064.345,2245.393,2014.074,1.640,1.830,0.570,1.310,5.1975,-5513.3298,nan,nan,100026143.910
1.655414225490000010e+09,7928.269,6619.114,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.888,1064.127,2245.397,2014.227,1.280,1.310,0.490,1.560,5.1607,-5473.0883,-7645.438,-6336.283,98601202.799
1.655414225549999952e+09,7931.569,6621.273,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.646,1063.904,2245.256,2013.983,1.570,1.700,0.480,1.050,5.1625,-5473.8152,-7648.739,-6338.442,98679053.295
1.655414225619999886e+09,8032.571,6705.344,nan,nan,273.150,306.340,305.840,310.020,296.090,1119.384,1064.357,2245.281,2014.009,1.570,1.310,0.540,1.140,5.2295,-5547.5231,nan,nan,101307148.534
1.655414225680000067e+09,7875.425,6573.576,0.000,nan,273.150,306.340,305.840,310.020,296.090,1120.176,1064.039,2245.428,2014.058,1.780,1.120,0.610,1.220,5.1261,-5435.8019,-7592.594,-6290.745,97220960.323
1.655414225740000010e+09,8007.470,6688.103,nan,nan,273.150,306.340,305.840,310.020,296.090,1119.365,1064.157,2245.285,2014.506,1.260,1.210,0.580,1.240,5.2124,-5528.2814,nan,nan,100697554.959
1.655414225799999952e+09,7924.348,6614.331,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.586,1063.778,2245.458,2013.995,1.380,1.570,0.620,1.200,5.1564,-5466.6912,-7641.517,-6331.501,98480688.205
1.655414225869999886e+09,8000.276,6675.770,nan,nan,273.150,306.340,305.840,310.020,296.090,1119.341,1064.067,2245.563,2013.827,1.380,1.640,0.440,1.120,5.2062,-5521.1500,nan,nan,100428630.386
1.655414225930000067e+09,7877.502,6571.941,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.930,1063.801,2245.308,2013.433,1.570,1.510,0.480,1.080,5.1269,-5435.4696,-7594.671,-6289.110,97231939.307
1.655414226000000000e+09,7914.423,6602.136,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.668,1063.790,2245.496,2013.478,1.480,1.980,0.590,1.030,5.1499,-5459.8226,-7631.593,-6319.305,98174823.759
1.655414226059999943e+09,7874.716,6573.936,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.924,1063.771,2245.383,2014.105,1.420,1.210,0.490,1.280,5.1247,-5432.9127,-7591.886,-6291.105,97214731.324
1.655414226119999886e+09,8023.884,6692.638,nan,nan,273.150,306.400,305.840,310.020,296.090,1119.275,1064.169,2245.262,2013.198,1.860,1.400,0.570,1.050,5.2232,-5539.7901,nan,nan,101009533.027
1.655414226180000067e+09,7888.338,6580.791,0.000,nan,273.150,306.400,305.840,310.020,296.150,1119.830,1063.762,2245.364,2013.439,1.520,1.500,0.450,0.770,5.1335,-5442.2694,-7605.507,-6297.960,97508035.320
1.655414226250000000e+09,7913.383,6603.540,0.000,nan,273.150,306.400,305.770,310.020,296.150,1119.465,1063.562,2245.293,2013.595,1.190,1.320,0.540,1.110,5.1491,-5457.8763,-7630.553,-6320.709,98176699.534
1.655414226309999943e+09,7899.326,6594.001,0.000,nan,273.150,306.340,305.770,310.020,296.150,1119.691,1063.704,2245.371,2014.003,1.520,1.510,0.600,1.110,5.1403,-5449.2499,-7616.495,-6311.170,97841858.609
1.655414226369999886e+09,7928.213,6616.774,0.000,nan,273.150,306.340,305.770,310.020,296.150,1119.706,1063.931,2245.396,2013.863,1.160,1.390,0.570,0.800,5.1598,-5471.1742,-7645.382,-6333.943,98570701.237
1.655414226440000057e+09,8051.442,6721.331,nan,nan,273.150,306.340,305.770,310.020,296.090,1119.111,1064.202,2245.224,2013.957,1.660,1.430,0.560,1.270,5.2413,-5559.2606,nan,nan,101805597.646
1.655414226500000000e+09,7997.667,6670.875,nan,nan,273.150,306.340,305.840,310.020,296.090,1119.528,1064.249,2245.471,2013.409,1.010,1.350,0.530,1.430,5.2057,-5521.5848,nan,nan,100325795.588
1.655414226559999943e+09,7982.604,6659.832,0.000,nan,273.150,306.400,305.840,310.020,296.090,1119.461,1064.063,2245.368,2013.511,1.460,1.570,0.610,0.720,5.1956,-5509.8992,-7699.773,-6377.001,99952644.347
1.655414226630000114e+09,7885.625,6577.388,0.000,nan,273.150,306.400,305.840,310.020,296.090,1119.960,1063.889,2245.148,2013.129,1.420,1.410,0.470,1.170,5.1333,-5442.6512,-7602.794,-6294.557,97423925.098
1.655414226690000057e+09,7972.398,6653.444,0.000,nan,273.150,306.400,305.840,310.020,296.090,1119.441,1063.976,2245.218,2013.678,1.820,1.780,0.650,1.250,5.1893,-5502.7428,-7689.567,-6370.613,99714147.870
1.655414226750000000e+09,7891.257,6582.783,0.000,nan,273.150,306.400,305.840,310.020,296.090,1119.908,1063.871,2245.251,2013.305,1.420,1.340,0.540,1.310,5.1364,-5445.8625,-7608.426,-6299.952,97577552.977
1.655414226819999933e+09,7934.957,6616.686,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.598,1063.883,2245.170,2012.858,1.430,1.280,0.510,1.260,5.1650,-5476.3408,-7652.126,-6333.855,98672753.059
1.655414226880000114e+09,7991.300,6664.264,nan,nan,273.150,306.340,305.840,310.020,296.150,1119.653,1064.341,2245.322,2013.127,1.560,1.360,0.530,0.760,5.2027,-5518.8313,nan,nan,100143185.249
1.655414226940000057e+09,7998.581,6670.329,nan,nan,273.150,306.340,305.840,310.020,296.150,1119.371,1064.095,2245.379,2013.120,0.990,1.290,0.560,1.320,5.2060,-5521.1269,nan,nan,100332935.339
1.655414227000000000e+09,7925.829,6606.384,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.707,1063.920,2245.368,2012.648,1.530,1.390,0.500,1.160,5.1584,-5469.5191,-7642.998,-6323.554,98402752.615
1.655414227069999933e+09,7867.489,6562.012,0.000,nan,273.150,306.340,305.840,309.960,296.150,1120.148,1063.967,2245.095,2013.075,1.330,1.310,0.550,1.060,5.1221,-5431.1910,-7584.658,-6279.181,96955155.743
1.655414227130000114e+09,7994.343,6662.502,nan,nan,273.150,306.340,305.840,309.960,296.020,1119.461,1064.162,2245.327,2012.490,1.370,1.710,0.610,1.050,5.2038,-5519.1194,nan,nan,100167634.523
1.655414227190000057e+09,7974.775,6651.558,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.640,1064.212,2245.250,2013.203,1.560,1.210,0.610,1.350,5.1917,-5506.5423,-7691.944,-6368.727,99726690.722
1.655414227259999990e+09,7969.623,6644.296,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.630,1064.163,2245.279,2012.801,0.980,1.310,0.530,1.120,5.1881,-5502.3813,-7686.792,-6361.465,99555011.277
1.655414227319999933e+09,7854.199,6546.348,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.943,1063.654,2245.076,2012.349,1.330,1.600,0.450,1.210,5.1123,-5419.1158,-7571.368,-6263.518,96557265.381
1.655414227390000105e+09,7927.535,6602.972,0.000,nan,273.150,306.340,305.840,309.960,296.090,1120.263,1064.525,2245.184,2011.935,1.960,1.070,0.580,1.190,5.1629,-5477.4772,-7644.704,-6320.141,98385675.423
1.655414227450000048e+09,7884.606,6565.498,0.000,nan,273.150,306.340,305.840,309.960,296.090,1119.930,1063.852,2245.349,2011.710,1.410,1.690,0.440,1.660,5.1316,-5440.6511,-7601.776,-6282.667,97258897.368
1.655414227509999990e+09,7868.443,6549.237,0.000,nan,273.150,306.340,305.840,309.960,296.090,1119.636,1063.437,2245.096,2011.033,1.370,1.540,0.400,1.160,5.1204,-5426.6832,-7585.612,-6266.406,96809345.429
1.655414227579999924e+09,7963.296,6630.868,0.000,nan,273.150,306.340,305.840,310.090,296.090,1119.432,1063.916,2245.158,2011.509,1.180,1.510,0.520,1.110,5.1834,-5496.1674,-7680.466,-6348.037,99287121.192
1.655414227640000105e+09,7992.106,6648.045,0.000,nan,273.150,306.340,305.840,310.090,296.020,1119.460,1064.143,2245.357,2010.742,1.300,1.710,0.600,1.190,5.2021,-5517.2597,-7709.275,-6365.214,99948875.102
1.655414227710000038e+09,7999.770,6646.631,nan,nan,273.150,306.340,305.840,310.090,296.020,1119.339,1064.075,2245.262,2009.555,1.410,1.470,0.550,1.120,5.2072,-5522.2959,nan,nan,100049109.012
1.655414227769999981e+09,7993.525,6636.961,0.000,nan,273.150,306.340,305.840,310.090,296.020,1119.560,1064.248,2245.556,2009.198,1.240,1.320,0.560,1.340,5.2026,-5518.3364,-7710.694,-6354.130,99829771.209
1.655414227839999914e+09,8061.741,6702.661,nan,nan,273.150,306.340,305.840,309.960,296.090,1119.168,1064.334,2245.358,2010.286,1.070,1.330,0.550,1.270,5.2479,-5566.9602,nan,nan,101725666.388
1.655414227900000095e+09,7964.093,6624.104,0.000,nan,273.150,306.340,305.840,309.960,296.090,1119.339,1063.812,2245.390,2010.626,1.570,1.140,0.700,1.080,5.1825,-5494.6044,-7681.262,-6341.273,99213536.202
1.655414227960000038e+09,8025.760,6667.265,nan,nan,273.150,306.340,305.840,309.960,296.090,1119.327,1064.248,2245.290,2009.465,1.410,1.260,0.610,1.010,5.2246,-5541.7184,nan,nan,100713958.232
1.655414228029999971e+09,7905.203,6573.523,0.000,nan,273.150,306.340,305.840,309.960,296.090,1119.770,1063.831,2245.457,2010.485,1.360,1.510,0.560,0.750,5.1443,-5454.0806,-7622.373,-6290.692,97673371.812
1.655414228089999914e+09,7965.577,6624.815,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.359,1063.854,2245.188,2010.398,1.610,1.710,0.490,1.000,5.1845,-5496.9780,-7682.747,-6341.984,99245357.096
1.655414228160000086e+09,8003.133,6647.961,nan,nan,273.150,306.340,305.840,310.020,296.020,1119.588,1064.359,2245.296,2009.431,1.030,1.450,0.660,1.170,5.2105,-5527.2554,nan,nan,100117943.497
1.655414228220000029e+09,8030.904,6669.532,nan,nan,273.150,306.340,305.840,310.020,296.020,1119.551,1064.513,2245.445,2009.358,1.310,1.510,0.630,1.450,5.2284,-5547.1513,nan,nan,100822584.472
1.655414228289999962e+09,7926.307,6581.074,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.999,1064.227,2245.436,2009.120,1.340,1.690,0.520,1.200,5.1597,-5472.5398,-7643.476,-6298.244,98090601.291
1.655414228349999905e+09,7931.494,6571.283,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.659,1063.889,2245.819,2007.359,1.340,1.190,0.470,1.120,5.1599,-5471.0020,-7648.663,-6288.452,98046678.233
1.655414228420000076e+09,7998.200,6614.595,0.000,nan,273.150,306.340,305.840,310.020,296.020,1118.983,1063.629,2246.545,2006.171,1.330,1.490,0.580,1.420,5.1986,-5510.7937,-7715.369,-6331.765,99618159.087
1.655414228480000019e+09,7955.014,6570.225,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.566,1063.901,2247.073,2005.445,1.180,1.530,0.560,1.270,5.1696,-5481.4185,-7672.183,-6287.394,98393722.080
1.655414228539999962e+09,8009.393,6605.564,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.477,1064.174,2247.620,2004.563,1.300,1.630,0.460,1.170,5.2035,-5518.8192,-7726.562,-6322.733,99676714.922
1.655414228609999895e+09,7995.894,6578.585,0.000,nan,273.150,306.340,305.770,309.960,296.150,1119.648,1064.232,2248.025,2002.674,1.420,1.400,0.590,0.850,5.1933,-5508.3037,-7713.063,-6295.754,99127857.606
1.655414228670000076e+09,7951.682,6518.471,0.000,nan,273.150,306.340,305.770,309.960,296.150,1120.013,1064.267,2248.591,1999.790,1.190,1.290,0.620,1.230,5.1625,-5475.7252,-7668.851,-6235.640,97694486.409
1.655414228740000010e+09,7970.389,6516.031,0.000,nan,273.150,306.340,305.770,309.960,296.150,1119.459,1063.812,2248.779,1997.321,1.670,1.000,0.520,1.480,5.1717,-5483.1997,-7687.558,-6233.200,97951327.237
1.655414228799999952e+09,8071.195,6582.709,nan,nan,273.150,306.340,305.770,310.020,296.090,1119.201,1064.265,2248.760,1995.155,1.530,1.630,0.740,1.010,5.2386,-5556.7547,nan,nan,100347082.140
1.655414228869999886e+09,7958.886,6466.017,0.000,nan,273.150,306.340,305.770,310.020,296.090,1119.658,1063.937,2248.786,1991.610,0.770,1.310,0.600,1.210,5.1648,-5476.5154,-7676.055,-6183.186,97153607.751
1.655414228930000067e+09,8031.396,6498.530,0.000,nan,273.150,306.340,305.770,310.020,296.090,1119.602,1064.402,2248.766,1987.956,1.590,1.160,0.600,0.870,5.2136,-5530.8374,-7748.565,-6215.699,98675175.304
1.655414228990000010e+09,8045.016,6502.317,0.000,nan,273.150,306.340,305.770,310.020,296.090,1119.097,1063.965,2248.851,1986.906,1.590,1.270,0.610,1.180,5.2201,-5535.4295,-7762.185,-6219.486,98933519.624
1.655414229059999943e+09,8126.116,6572.808,nan,nan,273.150,306.340,305.770,310.020,296.090,1119.053,1064.481,2249.055,1987.824,1.340,1.250,0.590,1.340,5.2736,-5595.1215,nan,nan,101080937.605
1.655414229119999886e+09,8000.911,6499.105,0.000,nan,273.150,306.340,305.840,310.020,296.090,1119.542,1064.086,2249.554,1992.073,1.040,1.290,0.450,1.290,5.1891,-5503.1161,-7718.080,-6216.274,98210827.395
1.655414229190000057e+09,8077.662,6610.658,nan,nan,273.150,306.400,305.840,310.020,296.090,1119.420,1064.470,2250.044,1999.370,1.420,1.450,0.670,1.460,5.2380,-5557.1483,nan,nan,100800800.234
1.655414229250000000e+09,8105.743,6693.811,nan,nan,273.150,306.400,305.840,310.020,296.090,1119.119,1064.330,2250.516,2008.073,0.880,1.570,0.560,1.490,5.2534,-5572.7326,nan,nan,102298613.293
1.655414229319999933e+09,7943.368,6605.122,0.000,nan,273.150,306.400,305.840,310.020,296.090,1119.543,1063.594,2250.820,2014.697,1.470,1.520,0.790,1.210,5.1445,-5453.1224,-7660.537,-6322.292,98655204.487
1.655414229380000114e+09,8010.586,6700.178,nan,nan,273.150,306.400,305.840,310.020,296.090,1119.451,1064.016,2250.226,2019.787,1.230,1.180,0.800,1.380,5.1921,-5505.9279,nan,nan,100900548.971
1.655414229440000057e+09,8059.767,6751.015,nan,nan,273.150,306.340,305.840,310.020,296.090,1119.525,1064.500,2249.348,2020.506,1.260,1.320,0.620,1.120,5.2297,-5548.4504,nan,nan,102318147.264
1.655414229509999990e+09,8021.561,6702.804,nan,nan,273.150,306.340,305.840,310.090,296.090,1118.974,1063.698,2248.339,2017.279,1.610,1.340,0.610,1.100,5.2060,-5519.0876,nan,nan,101104003.732
1.655414229569999933e+09,7901.834,6558.668,0.000,nan,273.150,306.340,305.840,310.090,296.090,1120.242,1064.168,2248.137,2010.984,1.250,1.240,0.540,1.170,5.1319,-5442.6735,-7619.003,-6275.837,97435334.685
1.655414229640000105e+09,7940.351,6525.265,0.000,nan,273.150,306.340,305.840,310.090,296.090,1119.813,1064.009,2247.979,2001.538,1.870,1.550,0.510,1.350,5.1567,-5468.2249,-7657.520,-6242.434,97605597.704
1.655414229700000048e+09,8078.036,6582.686,nan,nan,273.150,306.340,305.840,310.090,296.090,1119.316,1064.491,2247.679,1993.569,1.230,1.430,0.600,1.080,5.2488,-5568.7419,nan,nan,100453386.658
1.655414229769999981e+09,7970.490,6453.401,0.000,nan,273.150,306.340,305.840,309.960,296.090,1119.504,1063.928,2247.497,1987.479,1.530,1.430,0.570,1.110,5.1779,-5490.3155,-7687.659,-6170.570,97176031.066
1.655414229829999924e+09,7984.913,6474.828,0.000,nan,273.150,306.340,305.770,309.960,296.090,1119.030,1063.518,2247.739,1988.946,1.270,1.410,0.460,0.720,5.1843,-5495.0856,-7702.083,-6191.997,97662906.586
1.655414229900000095e+09,8146.666,6656.531,nan,nan,273.150,306.340,305.770,309.960,296.090,1119.086,1064.705,2248.084,1996.377,1.740,1.240,0.640,1.460,5.2922,-5616.0693,nan,nan,102463955.970
1.655414229960000038e+09,7926.703,6489.346,0.000,nan,273.150,306.340,305.770,309.960,296.090,1119.740,1063.842,2247.674,1997.762,1.380,1.090,0.640,1.250,5.1486,-5458.7074,-7643.872,-6206.515,96949615.785
1.655414230019999981e+09,7942.758,6487.738,0.000,nan,273.150,306.340,305.770,310.020,296.150,1119.799,1064.021,2247.694,1995.716,1.070,1.150,0.550,1.170,5.1596,-5471.3640,-7659.927,-6204.907,97175354.453
1.655414230089999914e+09,7971.189,6494.342,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.513,1063.961,2247.117,1992.888,1.600,1.450,0.470,1.600,5.1801,-5492.8857,-7688.358,-6211.511,97693720.725
1.655414230150000095e+09,8059.541,6544.636,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.587,1064.674,2247.055,1989.922,1.430,1.420,0.560,1.420,5.2405,-5560.8310,-7776.710,-6261.805,99687431.069
1.655414230220000029e+09,7960.069,6451.419,0.000,nan,273.150,306.340,305.840,310.020,296.150,1119.871,1064.241,2247.424,1988.409,1.350,1.360,0.550,1.050,5.1729,-5486.5856,-7677.238,-6168.589,96991470.938
1.655414230279999971e+09,7991.253,6485.603,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.536,1064.114,2247.428,1989.622,1.400,0.960,0.600,1.080,5.1924,-5506.7019,-7708.422,-6202.773,97894164.214
1.655414230349999905e+09,7930.611,6458.843,0.000,nan,273.150,306.340,305.840,310.020,296.020,1120.016,1064.173,2247.539,1992.939,1.490,1.280,0.690,1.030,5.1531,-5465.1988,-7647.780,-6176.012,96631671.344
1.655414230410000086e+09,8122.203,6640.790,nan,nan,273.150,306.340,305.840,310.020,296.020,1119.323,1064.804,2247.752,1996.735,0.920,1.340,0.590,1.600,5.2783,-5601.8180,nan,nan,101879397.406
1.655414230470000029e+09,8005.818,6566.537,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.700,1064.368,2247.900,1999.756,1.700,1.330,0.630,1.410,5.2008,-5516.9796,-7722.987,-6283.707,99129495.650
1.655414230539999962e+09,7888.454,6486.791,0.000,nan,273.150,306.340,305.840,309.960,296.020,1120.044,1063.884,2247.685,2001.900,1.280,1.350,0.430,1.360,5.1241,-5432.8240,-7605.624,-6203.960,96334631.810
1.655414230599999905e+09,7995.930,6593.328,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.300,1063.881,2247.840,2004.525,1.140,1.290,0.570,1.260,5.1925,-5505.6773,-7713.099,-6310.497,99314273.890
1.655414230670000076e+09,7970.830,6575.024,0.000,nan,273.150,306.340,305.840,309.960,296.020,1119.955,1064.394,2247.689,2004.861,1.550,1.330,0.610,1.420,5.1793,-5494.2366,-7687.999,-6292.194,98697027.441
1.655414230730000019e+09,8018.326,6600.274,0.000,nan,273.150,306.340,305.840,310.020,296.020,1119.046,1063.788,2247.591,2002.680,2.030,1.620,0.610,1.500,5.2076,-5521.2589,-7735.495,-6317.443,99747980.046
1.655414230799999952e+09,7968.212,6525.207,0.000,nan,273.150,306.340,305.770,310.020,296.020,1119.777,1064.187,2247.613,1998.030,1.240,1.330,0.670,1.230,5.1771,-5490.8101,-7685.381,-6242.376,98032336.679
