2022 11 02 18:00:07 1667408407.08 1025.0604 1085.9049 1034.2876 1039.0556 0.00  300.96  300.71  305.27  282.27  0.64  0.74  0.96  1.07  25 16.30 64.12
2022 11 02 18:00:07 1667408407.14 1025.3512 1086.5939 1034.4161 1038.8987 0.00  300.96  300.77  305.27  282.27  0.79  0.79  0.68  0.87  25 16.11 63.68
2022 11 02 18:00:07 1667408407.21 1024.8435 1086.6704 1034.6816 1039.1797 0.00  300.96  300.77  305.27  282.27  1.26  0.98  0.84  0.94  25 16.34 63.92
2022 11 02 18:00:07 1667408407.27 1025.0231 1086.4607 1034.9079 1038.5242 0.00  300.96  300.77  305.27  282.34  1.05  0.66  1.04  0.72  25 16.28 64.17
2022 11 02 18:00:07 1667408407.34 1025.0677 1086.4485 1034.5310 1038.6650 0.00  300.96  300.77  305.27  282.34  0.73  0.76  0.73  0.97  25 16.33 64.21
2022 11 02 18:00:07 1667408407.40 1025.8557 1086.3421 1034.4741 1039.1087 0.00  300.96  300.77  305.27  282.34  0.99  1.05  0.84  0.94  25 16.30 63.87
2022 11 02 18:00:07 1667408407.47 1025.2121 1086.9420 1034.4770 1039.4933 0.00  300.96  300.77  305.27  282.34  0.71  0.97  0.86  0.78  25 16.29 64.20
2022 11 02 18:00:07 1667408407.53 1025.9073 1086.7382 1034.6288 1039.4791 0.00  300.96  300.77  305.27  282.27  0.69  1.03  1.04  1.09  25 16.20 64.14
2022 11 02 18:00:07 1667408407.59 1024.8267 1086.2360 1034.7667 1038.8345 0.00  300.96  300.77  305.27  282.27  0.80  1.01  0.89  1.17  25 16.25 64.13
2022 11 02 18:00:07 1667408407.66 1025.0638 1086.5908 1034.8578 1038.8626 0.00  300.96  300.77  305.27  282.27  0.84  1.00  0.75  0.74  25 16.33 64.18
2022 11 02 18:00:07 1667408407.72 1025.2736 1086.1288 1034.8365 1038.8217 0.00  300.96  300.77  305.27  282.27  0.78  0.67  0.91  1.09  25 16.32 63.90
2022 11 02 18:01:05 1667408465.86 1025.3949 1086.1614 1034.5578 1038.3228 0.00  300.84  300.65  305.21  282.27  0.73  0.92  1.13  1.41  25 16.09 63.12
2022 11 02 18:01:05 1667408465.92 1025.2615 1086.6172 1033.9972 1038.7108 0.00  300.84  300.65  305.21  282.21  0.78  1.17  0.89  0.59  25 16.00 63.01
2022 11 02 18:01:05 1667408465.99 1024.9257 1086.1911 1034.4347 1038.6874 0.00  300.84  300.65  305.21  282.21  0.93  0.80  0.81  0.92  25 15.84 62.83
2022 11 02 18:01:06 1667408466.05 1025.1200 1087.2142 1034.5609 1038.6561 0.00  300.84  300.65  305.21  282.21  0.81  0.88  0.98  0.86  25 15.85 62.58
2022 11 02 18:01:06 1667408466.11 1025.7655 1086.0616 1034.4044 1039.2003 0.00  300.84  300.65  305.15  282.21  0.88  0.99  0.87  0.92  25 15.93 62.90
2022 11 02 18:01:06 1667408466.18 1025.2576 1086.5447 1034.4144 1038.2640 0.00  300.84  300.65  305.15  282.27  1.05  0.68  0.93  0.75  25 15.86 62.93
2022 11 02 18:01:06 1667408466.24 1024.9188 1086.7964 1034.5376 1038.6650 0.00  300.84  300.65  305.15  282.27  0.78  1.06  0.75  1.13  25 15.87 62.82
2022 11 02 18:01:06 1667408466.30 1024.7461 1086.1529 1034.1871 1038.2950 0.00  300.84  300.65  305.15  282.27  0.81  0.93  0.88  0.81  25 15.60 62.63
2022 11 02 18:01:06 1667408466.36 1025.0729 1086.4219 1034.7086 1038.6090 0.00  300.84  300.65  305.09  282.27  0.98  0.81  0.78  0.83  25 15.84 62.85
2022 11 02 18:01:06 1667408466.43 1025.1591 1085.8333 1034.7314 1038.5026 0.00  300.84  300.65  305.09  282.21  0.76  0.89  0.95  1.08  25 16.08 62.78
2022 11 02 18:01:06 1667408466.49 1025.0925 1086.2997 1034.3701 1039.2885 0.00  300.84  300.65  305.09  282.21  1.31  1.08  0.94  1.17  25 15.87 64.55
2022 11 02 18:01:06 1667408466.56 1025.2693 1086.2956 1034.6897 1039.1814 0.00  300.84  300.71  305.09  282.21  0.81  1.11  0.88  0.95  25 16.48 64.76
2022 11 02 18:01:06 1667408466.62 1025.0371 1085.7393 1034.7194 1038.3625 0.00  300.90  300.71  305.15  282.21  0.81  1.00  0.64  0.56  25 15.73 63.62
2022 11 02 18:01:06 1667408466.69 1024.7857 1086.1730 1034.5423 1039.2729 0.00  300.90  300.71  305.15  282.40  1.07  0.90  1.17  0.81  25 16.05 63.74
2022 11 02 18:01:06 1667408466.75 1025.0827 1086.1410 1034.5585 1038.7504 0.00  300.90  300.71  305.15  282.40  1.08  0.85  0.89  0.73  25 16.31 64.11
2022 11 02 18:01:06 1667408466.82 1025.3565 1086.3727 1034.7465 1038.7679 0.00  300.90  300.65  305.15  282.40  1.21  0.82  0.96  0.86  25 16.37 64.25
2022 11 02 18:01:06 1667408466.88 1024.9707 1086.4136 1034.4793 1038.1549 0.00  300.90  300.65  305.15  282.27  0.98  0.97  1.05  0.65  25 16.26 64.14
2022 11 02 18:01:06 1667408466.95 1025.2046 1086.6632 1034.1871 1038.8340 0.00  300.90  300.65  305.15  282.27  1.03  1.07  0.52  0.93  25 16.03 63.93
2022 11 02 18:01:07 1667408467.01 1024.6867 1086.4461 1034.5722 1038.9506 0.00  300.90  300.65  305.15  282.27  0.92  0.97  0.66  0.96  25 16.31 64.24
2022 11 02 18:01:07 1667408467.07 1024.8760 1086.1689 1034.6124 1039.1763 0.00  300.90  300.65  305.21  282.27  0.89  0.90  1.00  0.84  25 16.25 63.83
2022 11 02 18:01:07 1667408467.14 1025.0169 1086.4905 1034.4195 1039.0077 0.00  300.90  300.65  305.21  282.21  0.68  1.10  0.94  0.71  25 16.29 64.19
2022 11 02 18:01:07 1667408467.20 1025.5319 1086.7481 1034.0180 1039.0907 0.00  300.90  300.65  305.21  282.21  0.71  1.30  0.99  0.74  25 16.29 63.83
2022 11 02 18:01:07 1667408467.27 1024.8956 1086.2383 1033.9927 1038.5525 0.00  300.90  300.65  305.21  282.21  0.82  0.77  0.94  1.13  25 16.05 63.92
2022 11 02 18:01:07 1667408467.33 1024.7014 1086.1030 1034.0510 1038.8967 0.00  300.84  300.65  305.21  282.21  0.95  0.73  0.85  0.91  25 16.28 64.17
2022 11 02 18:01:07 1667408467.40 1025.0985 1086.8757 1034.4946 1038.4691 0.00  300.84  300.65  305.21  282.21  0.72  0.73  0.65  0.77  25 16.09 63.93
2022 11 02 18:01:07 1667408467.46 1024.7407 1086.5573 1034.3663 1038.8029 0.00  300.84  300.65  305.21  282.21  0.71  1.09  0.80  1.03  25 16.07 63.94
2022 11 02 18:01:07 1667408467.53 1024.8221 1086.1180 1034.2256 1038.9587 0.00  300.84  300.71  305.21  282.21  0.89  0.77  1.08  0.96  25 16.27 64.11
2022 11 02 18:01:07 1667408467.59 1024.8962 1086.1953 1034.3162 1038.7865 0.00  300.84  300.71  305.15  282.21  1.01  0.74  0.79  1.11  25 16.33 64.15
2022 11 02 18:01:07 1667408467.65 1025.3730 1086.5624 1034.7582 1038.4430 0.00  300.84  300.71  305.15  282.21  0.77  0.83  0.85  0.78  25 16.06 63.67
2022 11 02 18:01:07 1667408467.72 1025.8707 1086.4528 1034.6488 1038.8519 0.00  300.84  300.71  305.15  282.21  0.96  0.62  1.12  0.85  25 16.33 64.19
2022 11 02 18:02:05 1667408525.91 1024.4438 1086.5358 1034.2377 1039.5191 0.00  300.77  300.59  305.09  282.40  1.06  0.88  0.97  0.81  25 16.07 63.08
2022 11 02 18:02:05 1667408525.97 1025.1949 1086.1254 1034.4550 1038.7445 0.00  300.77  300.59  305.09  282.40  0.82  1.00  0.75  1.06  25 15.98 63.06
2022 11 02 18:02:06 1667408526.03 1025.5135 1085.7938 1034.4955 1038.7898 0.00  300.77  300.59  305.09  282.40  0.97  0.90  1.18  0.79  25 15.84 62.81
2022 11 02 18:02:06 1667408526.10 1024.7804 1086.2457 1034.7157 1038.9009 0.00  300.77  300.59  305.09  282.40  0.97  0.86  0.88  1.10  25 15.89 62.92
2022 11 02 18:02:06 1667408526.16 1025.1464 1086.3192 1034.3378 1039.1413 0.00  300.77  300.59  305.09  282.40  1.03  1.01  0.84  1.06  25 15.86 62.60
2022 11 02 18:02:06 1667408526.22 1025.2133 1086.3727 1034.7890 1039.1048 0.00  300.77  300.59  305.09  282.40  0.90  0.71  0.98  0.88  25 15.85 62.86
2022 11 02 18:02:06 1667408526.29 1024.7503 1086.4957 1034.5633 1038.7044 0.00  300.77  300.59  305.09  282.40  0.70  1.00  0.77  1.00  25 15.86 62.88
2022 11 02 18:02:06 1667408526.35 1025.1948 1086.9391 1034.5553 1039.1634 0.00  300.77  300.59  305.09  282.40  0.98  0.84  1.06  0.79  25 15.86 62.93
2022 11 02 18:02:06 1667408526.41 1025.2836 1086.7203 1034.6824 1038.9383 0.00  300.77  300.59  305.09  282.40  0.98  0.83  0.88  0.73  25 15.85 62.90
2022 11 02 18:02:06 1667408526.47 1025.2309 1086.4309 1034.6203 1039.3348 0.00  300.77  300.52  305.09  282.27  1.18  0.98  0.95  0.82  25 16.16 62.88
2022 11 02 18:02:06 1667408526.54 1025.4707 1087.4345 1034.8072 1039.1922 0.00  300.77  300.52  305.09  282.27  0.78  0.53  1.10  0.91  25 15.80 62.54
2022 11 02 18:02:06 1667408526.60 1025.3389 1087.2164 1034.7714 1038.5679 0.00  300.77  300.52  305.09  282.27  1.00  0.81  0.83  0.88  25 15.89 63.21
2022 11 02 18:02:06 1667408526.66 1024.7927 1087.1197 1034.5547 1038.6425 0.00  300.77  300.52  305.09  282.27  0.78  0.92  0.81  0.84  25 16.03 63.06
2022 11 02 18:02:06 1667408526.73 1025.1535 1086.7297 1034.5762 1038.8482 0.00  300.77  300.59  305.09  282.40  1.10  1.15  1.18  0.80  25 16.04 63.09
2022 11 02 18:02:06 1667408526.79 1025.6903 1086.4927 1034.4306 1038.5562 0.00  300.77  300.59  305.09  282.40  0.74  1.03  0.72  0.79  25 15.85 62.85
2022 11 02 18:02:06 1667408526.85 1024.9636 1086.4667 1034.4631 1038.9934 0.00  300.77  300.59  305.09  282.40  0.80  1.00  0.69  0.70  25 15.88 62.88
2022 11 02 18:02:06 1667408526.92 1025.2040 1086.7071 1035.0080 1039.2047 0.00  300.77  300.59  305.02  282.40  0.74  1.22  1.14  1.12  25 15.87 62.86
2022 11 02 18:02:06 1667408526.98 1025.4400 1086.7752 1034.6144 1038.6957 0.00  300.77  300.59  305.02  282.52  1.23  0.98  0.80  0.91  25 15.87 62.87
2022 11 02 18:02:07 1667408527.04 1025.0934 1086.5434 1034.4480 1038.9241 0.00  300.77  300.59  305.02  282.52  0.84  0.84  0.98  1.14  25 15.88 62.93
2022 11 02 18:02:07 1667408527.11 1024.7878 1086.5938 1034.3347 1038.6384 0.00  300.77  300.59  305.02  282.52  0.76  0.75  0.97  0.90  25 15.80 62.55
2022 11 02 18:02:07 1667408527.17 1025.3729 1086.6103 1034.6881 1038.5557 0.00  300.77  300.59  305.15  282.40  1.29  0.72  0.69  1.05  25 15.89 62.90
2022 11 02 18:02:07 1667408527.23 1025.4367 1086.6166 1034.7018 1038.9509 0.00  300.77  300.59  305.15  282.40  1.00  0.87  1.01  0.99  25 15.85 62.27
2022 11 02 18:02:07 1667408527.29 1025.0763 1086.3238 1034.9249 1038.7403 0.00  300.77  300.59  305.15  282.40  1.18  1.24  0.62  1.19  25 15.88 62.91
2022 11 02 18:02:07 1667408527.36 1024.8997 1086.5836 1034.7794 1039.0307 0.00  300.77  300.59  305.15  282.40  0.96  1.10  0.85  0.86  25 15.89 62.93
2022 11 02 18:02:07 1667408527.42 1025.5723 1086.3353 1034.2917 1038.1047 0.00  300.77  300.59  305.15  282.34  1.04  0.95  0.89  0.74  25 15.82 62.28
2022 11 02 18:02:07 1667408527.48 1025.0079 1086.3244 1035.4035 1039.3981 0.00  300.77  300.59  305.15  282.34  1.13  0.85  0.76  0.66  25 15.91 62.94
2022 11 02 18:02:07 1667408527.55 1025.4540 1086.3940 1034.4879 1039.0326 0.00  300.77  300.59  305.15  282.34  0.68  0.91  0.92  0.78  25 15.89 62.88
2022 11 02 18:02:07 1667408527.61 1025.9019 1086.7249 1033.9294 1039.1987 0.00  300.77  300.59  305.15  282.34  0.81  0.77  1.03  0.97  25 15.90 62.88
2022 11 02 18:02:07 1667408527.67 1025.5131 1086.5219 1034.4309 1038.7444 0.00  300.77  300.52  305.09  282.46  0.80  0.99  1.07  1.06  25 15.90 62.92
2022 11 02 18:02:07 1667408527.74 1024.6844 1086.5220 1034.9512 1038.4761 0.00  300.77  300.52  305.09  282.46  0.75  0.94  0.92  0.68  25 15.87 62.57
2022 11 02 18:03:05 1667408585.92 1025.1357 1086.1139 1034.5932 1038.7642 0.00  300.71  300.52  305.02  282.27  0.88  0.75  0.88  0.79  25 16.09 62.82
2022 11 02 18:03:05 1667408585.98 1025.5230 1086.0126 1034.6602 1038.8806 0.00  300.65  300.52  305.02  282.27  0.77  1.02  1.11  0.75  25 16.01 63.00
2022 11 02 18:03:06 1667408586.04 1025.1150 1086.6476 1034.4866 1038.6979 0.00  300.65  300.52  305.02  282.27  1.29  0.71  1.01  0.96  25 15.83 62.87
2022 11 02 18:03:06 1667408586.10 1025.7429 1086.2484 1034.3592 1038.7350 0.00  300.65  300.46  305.02  282.27  0.95  0.82  0.85  0.92  25 15.90 62.88
2022 11 02 18:03:06 1667408586.17 1024.7631 1086.6295 1034.2789 1038.9378 0.00  300.65  300.46  305.02  282.27  0.82  0.69  0.78  0.88  25 15.85 62.86
2022 11 02 18:03:06 1667408586.23 1025.1790 1086.9203 1034.6098 1037.9882 0.00  300.65  300.46  305.02  282.27  0.89  1.17  0.92  1.12  25 15.87 62.39
2022 11 02 18:03:06 1667408586.29 1025.2004 1085.9048 1034.7300 1038.7249 0.00  300.65  300.46  305.02  282.27  0.68  1.01  0.88  0.61  25 15.85 62.82
2022 11 02 18:03:06 1667408586.36 1025.4942 1086.1988 1034.6424 1039.5158 0.00  300.65  300.46  305.02  282.27  0.97  1.10  0.72  0.73  25 15.88 62.67
2022 11 02 18:03:06 1667408586.42 1025.2265 1086.9937 1034.6328 1039.0221 0.00  300.65  300.46  305.02  282.27  1.08  0.84  0.98  0.94  25 15.82 62.89
2022 11 02 18:03:06 1667408586.49 1025.0834 1086.6233 1034.5337 1038.6453 0.00  300.71  300.46  305.02  282.27  0.88  0.75  1.20  0.67  25 16.08 63.14
2022 11 02 18:03:06 1667408586.55 1024.9454 1086.7657 1034.5231 1038.7866 0.00  300.71  300.46  305.02  282.34  0.96  1.16  1.08  1.13  25 15.82 62.82
2022 11 02 18:03:06 1667408586.61 1025.0811 1086.5657 1034.3423 1039.0114 0.00  300.71  300.46  305.02  282.34  1.10  1.04  1.21  0.83  25 15.88 62.85
2022 11 02 18:03:06 1667408586.68 1024.7805 1086.0603 1034.9149 1038.8466 0.00  300.71  300.46  305.02  282.34  0.74  0.91  0.86  0.87  25 15.90 62.91
2022 11 02 18:03:06 1667408586.74 1025.0624 1086.6322 1034.6751 1038.8045 0.00  300.65  300.46  305.02  282.34  0.69  1.24  0.77  1.15  25 15.86 62.88
2022 11 02 18:03:06 1667408586.80 1025.2573 1087.0020 1034.5078 1038.3332 0.00  300.65  300.46  305.02  282.21  0.80  1.23  0.98  0.90  25 15.91 62.88
2022 11 02 18:03:06 1667408586.87 1025.2328 1086.9752 1034.7808 1038.8109 0.00  300.65  300.46  305.02  282.21  1.14  0.88  0.83  0.86  25 15.90 62.66
2022 11 02 18:03:06 1667408586.93 1025.1216 1085.4870 1034.4723 1039.0382 0.00  300.65  300.46  305.02  282.21  0.75  0.98  1.07  0.89  25 15.84 62.87
2022 11 02 18:03:06 1667408586.99 1026.1212 1086.2745 1034.4822 1038.3185 0.00  300.71  300.46  305.02  282.21  1.06  0.69  0.80  0.83  25 15.79 62.83
2022 11 02 18:03:07 1667408587.05 1024.6079 1086.4891 1034.5026 1039.0502 0.00  300.71  300.46  305.02  282.27  0.77  0.64  0.73  0.67  25 15.89 62.62
2022 11 02 18:03:07 1667408587.12 1025.2749 1086.9619 1034.4015 1038.9804 0.00  300.71  300.46  305.02  282.27  0.85  1.05  0.71  0.87  25 15.83 62.63
2022 11 02 18:03:07 1667408587.18 1025.4174 1086.8507 1034.7475 1038.7556 0.00  300.65  300.46  305.02  282.27  0.84  1.20  0.79  0.95  25 15.82 62.56
2022 11 02 18:03:07 1667408587.24 1024.9555 1086.7111 1034.4132 1038.7116 0.00  300.65  300.46  304.96  282.15  0.95  0.93  0.89  0.64  25 15.62 62.34
2022 11 02 18:03:07 1667408587.31 1025.0101 1086.8006 1034.5156 1038.3127 0.00  300.65  300.52  304.96  282.15  0.70  1.25  0.83  0.98  25 15.63 62.66
2022 11 02 18:03:07 1667408587.37 1025.2363 1086.5293 1034.6047 1038.7597 0.00  300.65  300.52  304.96  282.15  0.92  1.25  0.71  0.87  25 15.88 62.84
2022 11 02 18:03:07 1667408587.43 1025.4887 1086.6742 1035.1739 1039.7959 0.00  300.71  300.52  304.96  282.15  0.67  0.82  1.01  0.83  25 15.89 62.63
2022 11 02 18:03:07 1667408587.49 1025.6034 1086.5361 1035.0169 1038.6000 0.00  300.71  300.52  304.96  282.21  1.06  0.92  0.64  0.49  25 15.87 62.66
2022 11 02 18:03:07 1667408587.56 1025.3403 1086.3238 1035.0962 1038.9576 0.00  300.71  300.46  304.96  282.21  1.25  1.01  0.82  0.78  25 15.87 62.85
2022 11 02 18:03:07 1667408587.62 1025.0513 1086.2965 1034.7792 1038.6395 0.00  300.71  300.46  304.96  282.21  1.04  1.02  1.21  0.72  25 15.90 62.88
2022 11 02 18:03:07 1667408587.68 1025.2561 1086.6770 1034.2411 1039.3173 0.00  300.71  300.46  304.96  282.21  0.79  0.82  0.88  1.00  25 15.63 62.67
2022 11 02 18:03:07 1667408587.75 1025.1745 1087.0132 1034.1467 1038.8414 0.00  300.71  300.46  305.02  282.34  1.08  1.16  0.91  1.11  25 15.87 62.35
2022 11 02 18:04:05 1667408645.88 1025.2829 1086.6206 1034.3881 1039.0077 0.00  300.59  300.40  304.96  282.34  0.83  0.87  1.02  1.18  25 16.08 63.38
2022 11 02 18:04:05 1667408645.95 1025.3168 1086.1919 1034.3998 1038.6131 0.00  300.59  300.40  304.96  282.34  0.62  1.00  0.82  1.29  25 16.04 63.00
2022 11 02 18:04:06 1667408646.01 1025.4745 1086.3381 1034.7838 1039.1418 0.00  300.59  300.40  304.96  282.34  0.79  0.78  0.79  0.92  25 15.90 62.91
2022 11 02 18:04:06 1667408646.07 1024.9514 1087.0912 1034.7667 1038.8098 0.00  300.59  300.40  304.96  282.27  1.05  0.77  1.09  1.12  25 15.87 62.88
2022 11 02 18:04:06 1667408646.13 1025.3185 1086.7757 1034.7621 1038.7739 0.00  300.59  300.40  304.96  282.27  0.57  0.82  0.82  1.10  25 15.89 62.86
2022 11 02 18:04:06 1667408646.20 1025.2419 1087.0550 1034.4374 1038.9694 0.00  300.59  300.40  304.96  282.27  1.02  0.93  0.67  0.86  25 15.83 62.62
2022 11 02 18:04:06 1667408646.26 1024.9901 1086.2871 1034.2287 1038.7538 0.00  300.59  300.40  304.96  282.27  0.81  1.07  0.84  1.02  25 15.84 62.61
2022 11 02 18:04:06 1667408646.32 1025.2797 1086.8232 1034.5218 1038.4501 0.00  300.59  300.40  304.96  282.27  1.17  0.71  0.76  1.10  25 15.54 62.04
2022 11 02 18:04:06 1667408646.39 1025.5263 1086.3180 1034.3485 1038.8983 0.00  300.59  300.40  304.90  282.27  0.78  1.13  1.00  0.85  25 15.85 62.85
2022 11 02 18:04:06 1667408646.45 1025.1053 1086.6784 1035.0954 1038.9805 0.00  300.59  300.40  304.90  282.27  0.67  1.09  0.72  0.94  25 16.20 63.19
2022 11 02 18:04:06 1667408646.51 1025.1521 1086.8499 1034.1540 1038.8584 0.00  300.59  300.40  304.90  282.27  0.74  0.91  0.85  0.87  25 16.06 64.55
2022 11 02 18:04:06 1667408646.58 1025.5774 1086.7935 1034.3713 1038.2461 0.00  300.59  300.40  304.90  282.27  0.79  0.63  0.75  0.88  25 16.41 65.12
2022 11 02 18:04:06 1667408646.64 1025.4125 1086.5344 1034.5402 1038.5494 0.00  300.59  300.40  304.90  282.27  0.61  1.27  0.94  0.84  25 16.14 64.06
2022 11 02 18:04:06 1667408646.71 1024.7324 1086.6172 1034.8419 1038.5794 0.00  300.59  300.40  304.90  282.27  0.78  1.18  0.89  0.65  25 16.31 64.14
2022 11 02 18:04:06 1667408646.77 1025.4100 1086.5056 1034.5685 1039.1427 0.00  300.59  300.40  304.90  282.52  1.18  0.83  0.77  0.93  25 16.17 64.08
2022 11 02 18:04:06 1667408646.84 1025.2057 1086.3290 1034.4081 1039.2561 0.00  300.59  300.40  304.90  282.52  0.77  0.71  0.76  0.71  25 16.33 64.17
2022 11 02 18:04:06 1667408646.90 1025.5952 1086.5850 1034.8117 1039.3202 0.00  300.59  300.40  304.90  282.52  0.87  1.05  0.79  0.78  25 16.04 63.93
2022 11 02 18:04:06 1667408646.97 1025.3208 1086.6765 1034.3759 1038.7949 0.00  300.59  300.40  304.90  282.52  0.84  0.99  0.86  0.62  25 16.29 64.15
2022 11 02 18:04:07 1667408647.03 1025.6477 1086.3866 1034.7043 1038.7489 0.00  300.59  300.40  304.90  282.27  0.85  0.57  0.64  0.86  25 16.05 63.90
2022 11 02 18:04:07 1667408647.09 1025.1200 1086.7848 1035.3035 1038.6342 0.00  300.59  300.40  305.02  282.27  0.94  0.91  0.96  0.74  25 16.06 63.66
2022 11 02 18:04:07 1667408647.16 1025.0356 1086.3870 1034.6098 1038.6118 0.00  300.59  300.40  305.02  282.27  0.84  0.99  1.24  0.96  25 16.07 63.90
2022 11 02 18:04:07 1667408647.22 1025.2532 1086.2401 1034.2153 1039.1182 0.00  300.59  300.40  305.02  282.27  1.22  1.00  0.74  0.70  25 16.05 63.94
2022 11 02 18:04:07 1667408647.29 1024.9517 1086.8232 1034.6062 1038.7095 0.00  300.59  300.40  305.02  282.34  0.97  1.06  1.07  0.92  25 16.26 64.17
2022 11 02 18:04:07 1667408647.35 1025.2566 1086.6880 1034.6947 1038.3476 0.00  300.59  300.40  304.96  282.34  1.04  0.81  0.65  0.85  25 16.26 64.14
2022 11 02 18:04:07 1667408647.42 1025.1496 1086.2093 1034.6127 1038.8772 0.00  300.59  300.40  304.96  282.34  1.20  0.99  0.70  0.68  25 16.07 63.67
2022 11 02 18:04:07 1667408647.48 1025.0153 1086.5347 1034.7035 1038.8595 0.00  300.65  300.40  304.96  282.21  0.98  0.98  1.07  0.87  25 16.29 64.15
2022 11 02 18:04:07 1667408647.54 1025.2111 1086.4146 1034.7062 1038.8021 0.00  300.65  300.40  304.96  282.21  0.88  1.03  0.95  0.71  25 16.04 63.91
2022 11 02 18:04:07 1667408647.61 1025.2378 1087.0975 1034.2994 1038.5228 0.00  300.65  300.40  305.02  282.21  0.91  0.81  1.03  0.94  25 16.03 63.62
2022 11 02 18:04:07 1667408647.67 1025.4828 1086.4444 1034.5816 1038.7204 0.00  300.65  300.40  305.02  282.21  1.15  0.83  0.96  0.85  25 16.08 63.99
2022 11 02 18:04:07 1667408647.74 1025.2491 1086.5322 1033.8568 1039.1290 0.00  300.59  300.40  305.02  282.34  1.20  0.78  0.71  0.96  25 16.28 63.91
2022 11 02 18:05:05 1667408705.88 1025.6556 1086.8162 1034.5301 1039.6462 0.00  300.52  300.27  304.84  282.46  0.97  0.75  0.81  1.01  25 16.10 63.08
2022 11 02 18:05:05 1667408705.94 1025.1581 1086.6470 1034.6742 1039.0803 0.00  300.52  300.27  304.84  282.40  0.67  0.82  0.74  1.20  25 16.06 63.04
2022 11 02 18:05:06 1667408706.00 1025.3237 1086.7150 1034.7832 1039.4360 0.00  300.52  300.27  304.90  282.40  0.82  1.08  0.83  0.79  25 15.85 62.89
