# TerraRad Tech AG
# PoLRa 3.2
# SN: 11
# FW version: v3.2.3
# offsetHPol: 1.0543062995332517
# offsetVPol: 3.443144175046205
# timezone: CET
Year,Month,Day,Time,UnixTime,uacs,urs,up1,up2,Tir,Tacs,Trs,Taux,Tp1,uacs_std,urs_std,up1_std,up2_std,nsubsamp,t_1s,t_line
2022 11 02 16:03:06 1667401386.30 1024.7350 1085.9502 1035.2352 1038.8607 0.00  301.96  301.77  304.21  288.27  0.71  0.94  0.73  0.97  25 16.15 63.41
2022 11 02 16:03:06 1667401386.37 1024.7094 1085.4858 1035.3924 1039.1020 0.00  301.96  301.77  304.21  288.27  0.95  0.95  0.87  0.68  25 15.95 62.97
2022 11 02 16:03:06 1667401386.43 1025.3032 1086.1171 1034.5167 1039.1912 0.00  301.96  301.77  304.21  288.34  0.72  1.28  0.84  0.92  25 15.85 62.58
2022 11 02 16:03:06 1667401386.49 1024.8351 1085.2526 1035.5430 1038.9517 0.00  301.90  301.77  304.21  288.34  1.01  1.49  0.94  1.09  25 15.90 62.86
2022 11 02 16:03:06 1667401386.56 1024.1270 1086.0944 1035.2817 1039.4102 0.00  301.90  301.77  304.27  288.34  1.07  0.80  0.57  0.65  25 15.87 62.63
2022 11 02 16:03:06 1667401386.62 1024.3872 1085.3927 1035.3670 1038.8017 0.00  301.90  301.71  304.27  288.34  1.02  1.08  1.07  1.15  25 15.85 62.62
2022 11 02 16:03:06 1667401386.68 1024.2777 1085.7473 1034.7254 1039.0034 0.00  301.90  301.71  304.27  288.15  0.78  1.04  0.77  0.83  25 15.57 62.62
2022 11 02 16:03:06 1667401386.74 1024.6633 1086.2351 1035.2826 1039.2183 0.00  301.90  301.71  304.27  288.15  0.89  1.34  0.86  1.09  25 15.87 62.90
2022 11 02 16:03:06 1667401386.81 1024.3899 1085.7298 1034.6743 1039.3881 0.00  301.90  301.77  304.21  288.15  0.99  0.69  0.88  0.84  25 15.89 62.89
2022 11 02 16:03:06 1667401386.87 1024.3674 1085.6082 1034.8060 1038.8853 0.00  301.90  301.77  304.21  288.15  0.62  0.61  0.60  1.06  25 15.85 62.59
2022 11 02 16:03:06 1667401386.94 1024.4976 1085.4319 1034.7522 1039.2014 0.00  301.90  301.77  304.21  288.40  0.87  0.88  0.78  0.97  25 15.56 62.61
2022 11 02 16:03:06 1667401387.00 1024.2832 1085.6068 1034.6504 1038.7860 0.00  301.96  301.77  304.21  288.40  1.11  0.74  0.71  0.70  25 15.83 62.87
2022 11 02 16:03:07 1667401387.06 1024.4844 1086.1762 1034.9593 1039.0036 0.00  301.96  301.77  304.21  288.40  0.69  0.92  0.84  1.30  25 15.82 62.57
2022 11 02 16:03:07 1667401387.13 1024.3481 1085.6537 1034.5101 1039.1660 0.00  301.96  301.77  304.21  288.34  0.76  0.92  0.85  1.08  25 15.87 62.91
2022 11 02 16:03:07 1667401387.19 1024.8337 1085.3151 1035.2150 1039.1603 0.00  301.96  301.77  304.21  288.34  0.99  0.83  1.05  0.81  25 15.80 62.84
2022 11 02 16:03:07 1667401387.25 1024.9035 1085.4555 1035.3078 1038.8307 0.00  301.96  301.77  304.21  288.34  0.66  0.90  0.94  1.01  25 15.84 62.93
2022 11 02 16:03:07 1667401387.31 1024.2909 1085.5231 1034.4981 1039.2295 0.00  301.96  301.71  304.21  288.34  0.79  1.16  0.78  0.71  25 15.81 62.59
2022 11 02 16:03:07 1667401387.38 1024.5364 1085.8697 1034.8529 1038.8683 0.00  301.96  301.71  304.21  288.34  0.69  0.83  1.02  0.99  25 15.84 62.71
2022 11 02 16:03:07 1667401387.44 1024.0969 1085.7127 1034.5673 1039.3271 0.00  301.96  301.71  304.21  288.34  0.97  1.13  0.79  0.98  25 15.77 62.58
2022 11 02 16:03:07 1667401387.50 1025.3002 1085.6392 1034.3014 1039.4584 0.00  301.96  301.71  304.27  288.34  0.54  1.03  0.91  0.83  25 16.09 63.07
2022 11 02 16:03:07 1667401387.57 1024.5501 1085.6211 1034.8352 1039.5117 0.00  301.96  301.71  304.27  288.34  0.86  1.00  0.81  0.67  25 15.88 62.58
2022 11 02 16:03:07 1667401387.63 1024.3114 1085.5143 1034.9188 1039.1977 0.00  301.96  301.71  304.27  288.27  1.07  0.61  0.87  0.96  25 15.91 62.93
2022 11 02 16:03:07 1667401387.69 1024.5873 1085.6474 1035.3606 1039.3128 0.00  301.96  301.71  304.27  288.27  1.07  1.07  0.85  0.78  25 15.85 62.89
2022 11 02 16:03:07 1667401387.76 1025.0227 1085.3304 1035.7225 1039.3075 0.00  301.96  301.71  304.21  288.27  1.11  0.94  0.75  1.05  25 15.91 62.89
2022 11 02 16:03:07 1667401387.82 1024.9087 1085.2871 1035.4119 1038.9398 0.00  301.96  301.71  304.21  288.27  0.95  1.07  0.73  1.15  25 15.88 62.37
2022 11 02 16:03:07 1667401387.88 1024.0973 1085.6963 1035.2998 1038.9074 0.00  301.96  301.71  304.21  288.40  0.48  0.87  1.10  1.10  25 15.89 62.89
2022 11 02 16:03:07 1667401387.94 1024.5365 1085.0571 1035.0587 1038.9382 0.00  301.90  301.71  304.21  288.40  0.90  1.20  0.68  0.81  25 15.85 62.91
