# posix time,TBV (K),TBH (K),Soil Moisture (m^3/m^3),Tau (-),T_IR (K),T_RS (K),T_ACS (K),T_Ant1 (K),T_Ant2 (K),u_RS (mV),u_ACS (mV),u_V (mV),u_H (mV),STDOM(u_RS) (mV),STDOM(u_ACS) (mV),STDOM(u_V) (mV),STDOM(u_H) (mV),Gain (K/mV),Offset (K),TBV Residual (K),TBH Residual (K),Cost Function Value (K^2)
1.667383206609999895e+09,299.956,300.704,0.000,nan,273.150,310.090,309.770,312.270,297.340,1054.582,996.426,1052.551,1052.700,0.540,1.120,1.190,0.690,4.9887,-4950.9083,-17.125,-17.873,612.734
1.667383206680000067e+09,301.632,298.684,0.000,nan,273.150,310.090,309.770,312.340,297.340,1054.989,997.209,1053.305,1052.717,0.830,0.860,1.010,1.000,5.0211,-4987.1246,-18.801,-15.853,604.798
1.667383206740000010e+09,303.988,300.251,0.000,nan,273.150,310.090,309.770,312.340,297.340,1054.751,997.766,1053.552,1052.818,0.860,0.940,0.780,0.740,5.0912,-5059.8324,-21.157,-17.420,751.080
1.667383206809999943e+09,303.656,302.836,0.000,nan,273.150,310.090,309.770,312.340,297.270,1054.570,997.316,1053.300,1053.138,1.070,0.690,0.890,0.990,5.0673,-5033.7404,-20.826,-20.005,833.892
1.667383206869999886e+09,303.158,301.441,0.000,nan,273.150,310.090,309.770,312.340,297.270,1054.462,997.847,1053.110,1052.774,1.250,0.970,0.890,1.100,5.1245,-5093.4759,-20.328,-18.610,759.544
1.667383206930000067e+09,301.532,299.991,0.000,nan,273.150,310.090,309.770,312.340,297.270,1054.426,997.418,1052.745,1052.442,1.250,1.050,1.010,0.680,5.0891,-5056.0134,-18.702,-17.160,644.203
1.667383207000000000e+09,302.442,299.796,0.000,nan,273.150,310.090,309.770,312.340,297.270,1054.558,997.689,1053.059,1052.540,0.810,0.820,1.100,0.630,5.1015,-5069.7843,-19.611,-16.965,672.396
1.667383207059999943e+09,301.087,302.511,0.000,nan,273.150,310.090,309.770,312.340,297.340,1054.723,996.822,1052.926,1053.210,0.840,0.960,0.740,0.910,5.0107,-4974.8466,-18.256,-19.680,720.585
1.667383207130000114e+09,299.752,298.625,0.000,nan,273.150,310.090,309.770,312.340,297.340,1054.852,996.982,1052.790,1052.565,0.780,0.950,1.090,0.820,5.0133,-4978.2427,-16.921,-15.795,535.806
1.667383207190000057e+09,300.790,299.662,0.000,nan,273.150,310.090,309.770,312.340,297.340,1054.736,997.411,1052.898,1052.675,0.690,0.940,1.030,0.720,5.0610,-5027.9247,-17.959,-16.831,605.817
1.667383207259999990e+09,307.232,303.537,0.000,nan,273.150,310.090,309.770,312.340,297.340,1054.131,997.823,1053.577,1052.860,0.770,0.710,0.960,0.670,5.1524,-5121.2133,-24.401,-20.706,1024.159
1.667383207319999933e+09,298.329,302.782,0.000,nan,273.150,310.090,309.770,312.340,297.650,1054.930,997.217,1052.591,1053.477,0.740,0.830,0.870,0.730,5.0269,-4992.9704,-15.498,-19.951,638.224
1.667383207380000114e+09,303.135,303.940,0.000,nan,273.150,310.090,309.770,312.340,297.650,1054.494,996.916,1053.113,1053.273,0.890,1.000,0.870,0.760,5.0387,-5003.2401,-20.304,-21.109,857.854
1.667383207450000048e+09,301.078,296.654,0.000,nan,273.150,310.090,309.770,312.340,297.650,1055.176,996.814,1053.363,1052.473,0.860,1.070,0.830,0.700,4.9711,-4935.2474,-18.247,-13.823,524.042
1.667383207509999990e+09,303.858,300.461,0.000,nan,273.150,310.090,309.770,312.340,297.650,1054.467,997.496,1053.243,1052.576,1.350,0.890,0.740,0.760,5.0924,-5059.6968,-21.027,-17.630,752.980
1.667383207579999924e+09,303.466,302.532,0.000,nan,273.150,310.090,309.840,312.340,297.270,1054.364,997.613,1053.069,1052.886,0.530,0.920,0.900,0.890,5.1117,-5079.5174,-20.635,-19.701,813.937
1.667383207640000105e+09,313.017,306.978,0.000,nan,273.150,310.090,309.840,312.340,297.270,1053.548,996.806,1054.121,1052.940,1.080,0.800,1.040,0.560,5.1125,-5076.2000,-30.186,-24.147,1494.301
1.667383207710000038e+09,301.629,301.363,0.000,nan,273.150,310.090,309.840,312.340,297.270,1054.574,997.308,1052.904,1052.852,0.910,0.950,0.900,0.960,5.0658,-5032.1672,-18.798,-18.532,696.812
1.667383207769999981e+09,301.878,300.215,0.000,nan,273.150,310.090,309.840,312.340,297.210,1054.725,997.292,1053.100,1052.770,1.320,0.860,1.060,0.590,5.0510,-5017.3496,-19.047,-17.384,665.001
1.667383207829999924e+09,306.206,302.850,0.000,nan,273.150,310.090,309.840,312.340,297.210,1054.368,997.323,1053.604,1052.944,0.580,0.920,1.240,0.940,5.0855,-5051.8691,-23.375,-20.019,947.153
1.667383265960000038e+09,302.791,300.744,0.000,nan,273.150,310.650,310.270,312.960,297.520,1054.024,996.787,1052.475,1052.072,1.090,0.960,0.940,0.880,5.0755,-5039.0802,-19.961,-17.913,719.305
1.667383266019999981e+09,301.325,302.343,0.000,nan,273.150,310.650,310.270,312.960,297.460,1054.062,997.182,1052.236,1052.436,0.720,1.240,0.820,1.040,5.1073,-5072.7591,-18.495,-19.513,722.790
1.667383266089999914e+09,302.717,297.907,0.000,nan,273.150,310.650,310.210,312.960,297.460,1054.129,997.034,1052.570,1051.625,0.900,1.010,0.680,0.780,5.0885,-5053.2583,-19.886,-15.077,622.754
1.667383266150000095e+09,299.774,298.817,0.000,nan,273.150,310.650,310.210,312.960,297.460,1054.549,997.529,1052.415,1052.227,0.840,0.950,0.860,1.310,5.0951,-5062.3614,-16.943,-15.986,542.612
1.667383266210000038e+09,301.698,297.514,0.000,nan,273.150,310.650,310.210,312.900,297.400,1054.394,996.958,1052.624,1051.797,1.120,1.010,0.930,0.970,5.0582,-5022.7080,-18.867,-14.683,571.549
1.667383266279999971e+09,300.189,300.302,0.000,nan,273.150,310.650,310.210,312.900,297.400,1054.570,997.391,1052.511,1052.533,0.870,1.000,1.000,1.210,5.0810,-5047.6264,-17.358,-17.471,606.527
1.667383266339999914e+09,304.999,302.805,0.000,nan,273.150,310.590,310.210,312.900,297.400,1054.134,996.737,1053.029,1052.596,0.810,0.860,1.140,0.770,5.0607,-5024.0189,-22.168,-19.974,890.391
1.667383266400000095e+09,306.033,302.369,0.000,nan,273.150,310.590,310.210,312.900,297.400,1053.782,997.414,1052.898,1052.187,0.750,1.000,0.890,1.400,5.1530,-5119.5995,-23.202,-19.538,920.089
1.667383266460000038e+09,307.594,306.221,0.000,nan,273.150,310.590,310.210,312.960,297.340,1053.606,997.007,1053.022,1052.755,0.780,1.150,0.970,0.990,5.1320,-5096.5151,-24.763,-23.390,1160.304
1.667383266529999971e+09,301.098,304.393,0.000,nan,273.150,310.590,310.210,312.960,297.340,1053.892,996.682,1052.022,1052.671,1.020,0.740,1.040,1.040,5.0772,-5040.2267,-18.267,-21.562,798.584
1.667383266589999914e+09,304.896,302.661,0.000,nan,273.150,310.650,310.210,312.960,297.340,1053.785,997.254,1052.665,1052.230,1.010,0.910,1.100,0.930,5.1393,-5105.0140,-22.065,-19.830,880.081
1.667383266650000095e+09,304.936,303.194,0.000,nan,273.150,310.650,310.210,312.960,297.340,1054.339,997.427,1053.219,1052.878,0.680,0.920,1.010,0.950,5.1048,-5071.5854,-22.105,-20.363,903.307
1.667383266720000029e+09,301.835,300.611,0.000,nan,273.150,310.650,310.210,312.900,297.520,1054.558,997.584,1052.829,1052.589,0.780,1.130,0.820,0.770,5.0993,-5066.8739,-19.004,-17.780,677.286
1.667383266779999971e+09,302.913,298.169,0.000,nan,273.150,310.650,310.210,312.900,297.520,1054.262,997.329,1052.746,1051.816,0.720,0.570,0.800,0.830,5.1029,-5069.1640,-20.082,-15.338,638.547
1.667383266849999905e+09,302.964,302.428,0.000,nan,273.150,310.590,310.210,312.900,297.520,1054.420,997.412,1052.923,1052.818,1.230,0.780,0.750,1.010,5.0952,-5061.8879,-20.133,-19.597,789.384
1.667383266910000086e+09,304.326,303.445,0.000,nan,273.150,310.590,310.210,312.900,297.520,1053.748,997.608,1052.537,1052.367,0.800,0.990,0.820,0.800,5.1740,-5141.4940,-21.495,-20.614,887.000
1.667383266980000019e+09,304.032,300.969,0.000,nan,273.150,310.590,310.210,312.900,297.340,1053.947,996.824,1052.657,1052.054,0.940,1.160,0.860,1.060,5.0849,-5048.6549,-21.201,-18.138,778.463
1.667383267039999962e+09,305.813,302.814,0.000,nan,273.150,310.590,310.210,312.900,297.340,1053.970,996.594,1053.026,1052.434,0.760,1.000,0.700,1.070,5.0625,-5025.1044,-22.982,-19.983,927.479
1.667383267109999895e+09,304.481,301.062,0.000,nan,273.150,310.590,310.210,312.900,297.340,1054.046,996.634,1052.839,1052.163,1.210,0.890,0.890,1.120,5.0593,-5022.1349,-21.650,-18.231,801.084
1.667383267170000076e+09,302.975,301.869,0.000,nan,273.150,310.590,310.210,312.900,297.590,1054.320,997.603,1052.833,1052.617,0.710,1.170,0.670,0.830,5.1213,-5088.9101,-20.144,-19.038,768.230
1.667383267230000019e+09,299.662,302.506,0.000,nan,273.150,310.590,310.210,312.900,297.590,1054.661,996.957,1052.490,1053.055,0.970,0.750,1.400,0.800,5.0337,-4998.2262,-16.831,-19.675,670.399
1.667383267299999952e+09,302.436,298.608,0.000,nan,273.150,310.590,310.270,312.900,297.590,1054.822,997.256,1053.206,1052.447,0.870,1.120,0.550,0.810,5.0454,-5011.4486,-19.605,-15.777,633.274
1.667383267359999895e+09,305.950,303.090,0.000,nan,273.150,310.590,310.270,312.900,297.590,1054.363,997.280,1053.451,1052.889,0.780,1.160,0.840,0.800,5.0881,-5054.0981,-23.119,-20.259,944.933
1.667383267430000067e+09,303.727,303.054,0.000,nan,273.150,310.590,310.270,312.900,297.270,1054.057,997.253,1052.714,1052.583,0.770,0.940,0.700,0.850,5.1131,-5078.9097,-20.896,-20.223,845.615
1.667383267490000010e+09,304.023,302.304,0.000,nan,273.150,310.590,310.270,312.900,297.270,1054.448,997.265,1053.155,1052.817,0.770,1.090,0.840,0.900,5.0792,-5045.1868,-21.193,-19.473,828.316
1.667383267549999952e+09,304.055,303.601,0.000,nan,273.150,310.590,310.270,312.900,297.270,1054.275,997.223,1052.991,1052.902,0.800,0.990,0.940,0.670,5.0909,-5056.6111,-21.224,-20.770,881.855
1.667383267619999886e+09,308.673,302.038,0.000,nan,273.150,310.590,310.270,312.900,297.270,1054.075,997.444,1053.701,1052.407,0.950,0.840,0.810,1.040,5.1287,-5095.4758,-25.842,-19.207,1036.727
1.667383267680000067e+09,306.200,303.948,0.000,nan,273.150,310.590,310.270,312.960,297.590,1053.986,997.185,1053.127,1052.687,1.210,1.060,0.710,1.000,5.1134,-5078.8403,-23.369,-21.117,992.012
1.667383267750000000e+09,299.513,297.418,0.000,nan,273.150,310.590,310.270,312.960,297.590,1054.719,997.592,1052.540,1052.128,1.110,0.860,0.910,0.770,5.0842,-5051.8304,-16.682,-14.587,491.088
1.667383267809999943e+09,306.957,302.558,0.000,nan,273.150,310.590,310.210,312.960,297.590,1053.930,997.089,1053.220,1052.359,0.910,1.240,0.640,0.990,5.1101,-5075.0852,-24.126,-19.727,971.231
1.667383325890000105e+09,304.502,302.313,0.000,nan,273.150,310.840,310.460,313.400,297.340,1053.947,996.875,1052.703,1052.273,0.870,0.600,0.810,1.100,5.0922,-5056.1095,-21.671,-19.482,849.172
1.667383325960000038e+09,303.397,302.263,0.000,nan,273.150,310.840,310.460,313.460,297.340,1053.915,996.183,1052.437,1052.212,0.800,0.670,0.850,0.930,5.0341,-4994.6489,-20.566,-19.433,800.588
1.667383326019999981e+09,306.111,300.750,0.000,nan,273.150,310.840,310.460,313.460,297.340,1053.751,996.448,1052.819,1051.762,0.950,0.950,1.090,1.250,5.0717,-5033.5182,-23.280,-17.919,863.066
1.667383326079999924e+09,303.321,303.019,0.000,nan,273.150,310.840,310.460,313.460,297.710,1053.701,997.298,1052.242,1052.183,0.680,1.040,0.820,1.170,5.1526,-5118.4997,-20.490,-20.188,827.381
1.667383326150000095e+09,302.018,300.487,0.000,nan,273.150,310.840,310.460,313.460,297.710,1054.063,996.673,1052.321,1052.019,0.910,0.790,0.770,0.780,5.0640,-5026.9861,-19.187,-17.656,679.890
1.667383326210000038e+09,304.818,301.409,0.000,nan,273.150,310.840,310.460,313.400,297.710,1054.066,996.610,1052.876,1052.202,1.090,1.150,1.010,1.050,5.0582,-5020.8893,-21.987,-18.578,828.576
1.667383326269999981e+09,302.210,298.320,0.000,nan,273.150,310.840,310.460,313.400,297.710,1054.532,996.971,1052.822,1052.052,0.760,1.290,1.120,0.520,5.0490,-5013.5215,-19.379,-15.489,615.460
1.667383326339999914e+09,299.565,301.068,0.000,nan,273.150,310.770,310.520,313.400,297.210,1054.221,996.662,1052.001,1052.299,0.700,1.020,0.850,0.770,5.0476,-5010.5350,-16.734,-18.237,612.624
1.667383326400000095e+09,300.823,302.375,0.000,nan,273.150,310.770,310.520,313.400,297.210,1054.114,997.203,1052.166,1052.470,0.850,0.880,1.060,0.630,5.1051,-5070.5803,-17.992,-19.544,705.680
1.667383326460000038e+09,303.984,300.316,0.000,nan,273.150,310.770,310.520,313.460,297.210,1053.921,996.107,1052.571,1051.841,1.080,1.210,1.130,1.200,5.0254,-4985.5770,-21.153,-17.485,753.156
1.667383326519999981e+09,308.233,308.339,0.000,nan,273.150,310.840,310.520,313.460,297.210,1053.045,996.658,1052.539,1052.560,1.090,0.580,1.040,0.770,5.1537,-5116.2695,-25.402,-25.509,1295.930
1.667383326589999914e+09,304.903,303.052,0.000,nan,273.150,310.840,310.460,313.460,297.340,1054.302,997.170,1053.135,1052.771,0.990,1.330,0.880,0.810,5.0870,-5052.3417,-22.072,-20.221,896.081
1.667383326650000095e+09,303.962,299.404,0.000,nan,273.150,310.840,310.460,313.460,297.340,1054.513,997.703,1053.169,1052.278,1.200,0.690,0.800,0.860,5.1158,-5083.8499,-21.131,-16.573,721.202
1.667383326720000029e+09,301.461,302.617,0.000,nan,273.150,310.840,310.460,313.400,297.340,1054.200,996.687,1052.344,1052.573,1.110,1.120,0.680,0.780,5.0532,-5016.2540,-18.630,-19.786,738.571
1.667383326779999971e+09,305.135,305.987,0.000,nan,273.150,310.840,310.460,313.400,297.210,1053.902,997.584,1052.797,1052.962,0.900,1.140,0.840,0.950,5.1604,-5127.7415,-22.304,-23.156,1033.685
1.667383326849999905e+09,304.592,303.035,0.000,nan,273.150,310.840,310.460,313.400,297.210,1054.032,997.071,1052.807,1052.502,0.920,0.720,0.590,1.160,5.1022,-5067.0563,-21.761,-20.204,881.744
1.667383326910000086e+09,303.337,301.535,0.000,nan,273.150,310.840,310.460,313.400,297.210,1054.257,996.424,1052.764,1052.406,0.890,0.610,0.820,0.840,5.0253,-4987.1106,-20.506,-18.704,770.335
1.667383326980000019e+09,301.726,299.988,0.000,nan,273.150,310.840,310.460,313.400,297.210,1054.143,996.960,1052.350,1052.008,0.850,0.800,0.810,0.910,5.0824,-5046.6951,-18.895,-17.157,651.362
1.667383327039999962e+09,305.612,301.638,0.000,nan,273.150,310.840,310.520,313.400,297.270,1054.088,997.117,1053.063,1052.284,1.180,0.860,0.710,0.670,5.1009,-5065.9488,-22.781,-18.808,872.703
1.667383327099999905e+09,303.388,302.480,0.000,nan,273.150,310.840,310.520,313.400,297.270,1054.160,997.260,1052.701,1052.524,1.250,0.790,0.690,0.850,5.1072,-5073.0082,-20.557,-19.649,808.676
1.667383327170000076e+09,305.725,300.922,0.000,nan,273.150,310.840,310.520,313.460,297.270,1054.037,997.168,1053.036,1052.096,0.860,0.870,0.820,0.710,5.1101,-5075.3608,-22.894,-18.091,851.432
1.667383327230000019e+09,304.622,303.919,0.000,nan,273.150,310.840,310.520,313.460,297.270,1053.941,996.348,1052.709,1052.570,0.870,0.970,0.610,0.940,5.0458,-5007.1766,-21.791,-21.088,919.560
1.667383327299999952e+09,304.688,304.537,0.000,nan,273.150,310.840,310.460,313.460,297.270,1053.794,997.596,1052.605,1052.576,1.020,1.080,0.830,1.150,5.1714,-5138.7668,-21.857,-21.706,948.889
1.667383327359999895e+09,302.185,301.053,0.000,nan,273.150,310.840,310.460,313.460,297.270,1054.479,997.334,1052.777,1052.554,1.090,1.030,0.740,0.950,5.0858,-5052.0500,-19.354,-18.222,706.652
1.667383327430000067e+09,302.044,302.520,0.000,nan,273.150,310.840,310.460,313.340,297.270,1054.377,997.034,1052.641,1052.735,0.750,1.030,1.040,1.250,5.0683,-5033.0432,-19.213,-19.690,756.814
1.667383327490000010e+09,303.060,302.300,0.000,nan,273.150,310.840,310.460,313.340,297.340,1053.956,996.920,1052.429,1052.280,0.880,0.990,0.890,0.770,5.0955,-5059.6052,-20.229,-19.470,788.281
1.667383327549999952e+09,303.250,302.210,0.000,nan,273.150,310.840,310.460,313.340,297.340,1054.369,997.591,1052.887,1052.683,0.990,0.760,0.850,0.910,5.1187,-5086.1167,-20.420,-19.380,792.524
1.667383327619999886e+09,303.387,301.365,0.000,nan,273.150,310.840,310.460,313.340,297.340,1054.329,996.758,1052.853,1052.452,0.880,0.900,0.810,1.070,5.0481,-5011.5374,-20.556,-18.534,766.087
1.667383327680000067e+09,308.266,302.003,0.000,nan,273.150,310.840,310.460,313.340,297.340,1053.904,996.980,1053.399,1052.173,0.990,0.960,0.930,0.970,5.1055,-5069.9157,-25.435,-19.172,1014.508
1.667383327750000000e+09,305.329,301.821,0.000,nan,273.150,310.840,310.460,313.340,297.340,1053.809,997.113,1052.734,1052.049,0.610,0.960,1.290,0.850,5.1261,-5091.0593,-22.498,-18.990,866.791
1.667383385880000114e+09,302.212,298.769,0.000,nan,273.150,310.900,310.650,313.770,297.270,1054.078,996.628,1052.360,1051.679,0.940,0.870,0.940,1.000,5.0587,-5021.3799,-19.381,-15.938,629.635
1.667383385940000057e+09,304.644,301.082,0.000,nan,273.150,310.900,310.650,313.770,297.270,1053.732,996.800,1052.506,1051.808,1.040,1.100,0.710,1.060,5.1047,-5068.0643,-21.813,-18.251,808.901
1.667383386009999990e+09,307.234,304.894,0.000,nan,273.150,310.900,310.650,313.710,297.270,1053.024,996.657,1052.313,1051.859,0.950,0.850,0.910,0.910,5.1558,-5118.3246,-24.403,-22.064,1082.291
1.667383386069999933e+09,302.688,302.321,0.000,nan,273.150,310.900,310.650,313.710,297.270,1053.881,996.903,1052.271,1052.199,0.770,0.910,0.950,0.640,5.1005,-5064.4103,-19.857,-19.491,774.191
1.667383386130000114e+09,306.850,304.012,0.000,nan,273.150,310.900,310.650,313.710,297.400,1053.732,996.769,1052.938,1052.382,1.230,1.130,0.760,1.040,5.1019,-5065.1396,-24.020,-21.181,1025.576
1.667383386200000048e+09,304.402,301.628,0.000,nan,273.150,310.900,310.650,313.710,297.400,1053.819,996.742,1052.542,1051.998,1.020,0.930,1.050,0.820,5.0918,-5054.8993,-21.571,-18.797,818.629
1.667383386259999990e+09,303.590,297.386,0.000,nan,273.150,310.900,310.650,313.710,297.400,1054.190,996.521,1052.739,1051.508,1.220,1.050,1.020,0.860,5.0395,-5001.6679,-20.759,-14.555,642.775
1.667383386319999933e+09,300.865,299.934,0.000,nan,273.150,310.900,310.590,313.710,297.400,1053.947,997.058,1051.983,1051.800,0.980,0.870,0.970,1.010,5.1089,-5073.6350,-18.034,-17.103,617.747
1.667383386380000114e+09,308.300,304.780,0.000,nan,273.150,310.900,310.590,313.710,297.520,1053.125,997.042,1052.623,1051.944,1.050,1.250,0.780,1.040,5.1824,-5146.7693,-25.469,-21.949,1130.465
1.667383386450000048e+09,301.280,298.682,0.000,nan,273.150,310.900,310.590,313.840,297.520,1054.093,996.346,1052.181,1051.665,0.940,0.900,0.880,1.100,5.0330,-4994.3472,-18.449,-15.851,591.630
1.667383386519999981e+09,307.799,305.525,0.000,nan,273.150,310.960,310.590,313.840,297.520,1053.421,996.538,1052.802,1052.357,0.710,0.790,0.430,1.100,5.1105,-5072.5750,-24.968,-22.694,1138.426
1.667383386579999924e+09,306.583,303.590,0.000,nan,273.150,310.960,310.650,313.840,297.520,1054.085,996.803,1053.222,1052.632,1.060,0.750,0.900,0.760,5.0745,-5038.0347,-23.752,-20.759,995.116
1.667383386640000105e+09,304.096,300.595,0.000,nan,273.150,310.960,310.650,313.840,297.340,1054.212,996.811,1052.857,1052.165,1.110,1.120,1.370,1.200,5.0639,-5027.5162,-21.265,-17.764,767.740
1.667383386710000038e+09,306.498,305.582,0.000,nan,273.150,310.960,310.650,313.840,297.340,1053.877,996.721,1053.000,1052.820,1.170,1.000,0.720,0.800,5.0857,-5048.7510,-23.667,-22.751,1077.769
1.667383386769999981e+09,303.195,300.943,0.000,nan,273.150,310.900,310.650,313.840,297.340,1054.395,997.475,1052.886,1052.445,0.910,0.800,1.000,0.740,5.1058,-5072.6139,-20.364,-18.112,742.762
1.667383386839999914e+09,306.661,302.237,0.000,nan,273.150,310.900,310.650,313.840,297.340,1054.093,997.029,1053.261,1052.392,1.250,0.720,1.020,1.050,5.0929,-5057.4821,-23.830,-19.407,944.492
1.667383386900000095e+09,303.744,302.472,0.000,nan,273.150,310.900,310.650,313.840,297.340,1053.756,997.510,1052.371,1052.125,0.620,0.980,0.620,0.840,5.1669,-5133.7284,-20.913,-19.641,823.111
1.667383386970000029e+09,308.246,305.907,0.000,nan,273.150,310.960,310.650,313.840,297.340,1053.559,997.176,1053.033,1052.579,1.060,0.750,0.900,0.810,5.1555,-5120.6311,-25.415,-23.076,1178.441
1.667383387029999971e+09,304.640,302.414,0.000,nan,273.150,310.960,310.650,313.840,297.340,1054.022,996.497,1052.772,1052.331,0.860,0.830,0.710,0.750,5.0530,-5015.0590,-21.809,-19.583,859.125
1.667383387089999914e+09,297.926,298.562,0.000,nan,273.150,310.960,310.650,313.840,297.210,1054.807,996.870,1052.210,1052.336,0.800,0.980,0.660,1.050,5.0171,-4981.0962,-15.095,-15.731,475.344
1.667383387160000086e+09,305.422,304.230,0.000,nan,273.150,310.960,310.650,313.840,297.210,1053.826,996.666,1052.737,1052.502,1.120,0.730,0.840,0.880,5.0854,-5048.1160,-22.592,-21.399,968.300
1.667383387220000029e+09,304.093,302.093,0.000,nan,273.150,310.960,310.650,313.770,297.210,1054.097,996.789,1052.743,1052.349,0.940,0.870,0.870,0.940,5.0722,-5035.6781,-21.262,-19.262,823.096
1.667383387289999962e+09,303.424,308.907,0.000,nan,273.150,310.960,310.650,313.770,297.210,1053.840,996.575,1052.355,1053.436,0.900,0.610,0.960,1.030,5.0760,-5038.3338,-20.593,-26.076,1104.028
1.667383387349999905e+09,302.702,300.214,0.000,nan,273.150,310.960,310.650,313.770,297.150,1054.373,996.659,1052.733,1052.239,0.750,0.800,0.920,1.060,5.0366,-4999.4551,-19.871,-17.384,697.047
1.667383387410000086e+09,305.652,306.195,0.000,nan,273.150,310.960,310.650,313.710,297.150,1054.070,997.167,1053.031,1053.137,1.220,0.990,0.760,0.960,5.1083,-5073.5654,-22.821,-23.364,1066.673
1.667383387480000019e+09,303.127,303.909,0.000,nan,273.150,310.960,310.650,313.710,297.150,1053.658,997.672,1052.150,1052.300,0.940,0.910,1.140,1.100,5.1920,-5159.6039,-20.296,-21.078,856.241
1.667383387539999962e+09,306.196,303.053,0.000,nan,273.150,310.960,310.650,313.710,297.150,1053.591,996.946,1052.663,1052.050,0.840,0.640,1.030,0.810,5.1316,-5095.6056,-23.365,-20.222,954.840
1.667383387609999895e+09,305.866,305.897,0.000,nan,273.150,310.960,310.650,313.710,297.460,1053.653,996.831,1052.657,1052.663,0.770,1.190,1.050,0.890,5.1156,-5079.1269,-23.035,-23.066,1062.675
1.667383387670000076e+09,302.276,302.455,0.000,nan,273.150,310.960,310.650,313.840,297.460,1054.365,997.126,1052.655,1052.690,0.920,0.780,0.690,0.850,5.0783,-5043.4677,-19.445,-19.624,763.205
1.667383387740000010e+09,301.025,301.521,0.000,nan,273.150,310.960,310.650,313.840,297.460,1054.291,997.087,1052.336,1052.433,1.250,1.110,0.890,0.900,5.0815,-5046.4401,-18.194,-18.690,680.322
1.667383445880000114e+09,308.983,305.855,0.000,nan,273.150,310.960,310.710,313.960,297.020,1053.007,996.406,1052.622,1052.013,0.760,1.150,0.780,0.740,5.1352,-5096.4332,-26.152,-23.024,1214.013
1.667383445940000057e+09,303.955,302.910,0.000,nan,273.150,310.960,310.710,313.960,297.090,1053.911,995.867,1052.513,1052.304,0.990,0.730,0.700,0.800,5.0075,-4966.5403,-21.124,-20.079,849.407
1.667383446000000000e+09,300.610,298.987,0.000,nan,273.150,310.960,310.710,314.020,297.090,1053.833,997.083,1051.812,1051.495,0.800,1.150,0.790,1.000,5.1217,-5086.4733,-17.780,-16.157,577.145
1.667383446069999933e+09,308.378,306.216,0.000,nan,273.150,310.960,310.710,314.020,297.090,1053.148,996.344,1052.644,1052.221,0.570,0.840,0.840,1.160,5.1169,-5077.8588,-25.548,-23.385,1199.545
1.667383446130000114e+09,304.413,301.255,0.000,nan,273.150,310.960,310.710,314.020,297.090,1053.591,996.395,1052.303,1051.682,0.810,0.970,0.800,0.850,5.0817,-5043.1209,-21.582,-18.424,805.251
