# posix time,TBV (K),TBH (K),Soil Moisture (m^3/m^3),Tau (-),T_IR (K),T_RS (K),T_ACS (K),T_Ant1 (K),T_Ant2 (K),u_RS (mV),u_ACS (mV),u_V (mV),u_H (mV),STDOM(u_RS) (mV),STDOM(u_ACS) (mV),STDOM(u_V) (mV),STDOM(u_H) (mV),Gain (K/mV),Offset (K),TBV Residual (K),TBH Residual (K),Cost Function Value (K^2)
1.667384167339999914e+09,306.186,303.003,0.000,nan,273.150,311.150,310.900,315.090,300.590,1053.329,996.388,1052.357,1051.734,1.050,1.120,1.060,0.780,5.1067,-5067.9022,-23.355,-20.172,952.367
1.667384167400000095e+09,305.304,302.835,0.000,nan,273.150,311.150,310.900,315.090,300.590,1053.409,996.795,1052.271,1051.791,1.170,1.020,0.940,0.890,5.1361,-5099.2893,-22.473,-20.004,905.206
1.667384167470000029e+09,302.279,301.594,0.000,nan,273.150,311.150,310.900,315.090,300.590,1053.938,996.310,1052.180,1052.045,0.780,1.030,0.800,0.850,5.0458,-5006.8245,-19.448,-18.763,730.305
1.667384167529999971e+09,300.147,301.324,0.000,nan,273.150,311.150,310.900,315.090,300.520,1053.823,996.979,1051.672,1051.902,1.000,1.140,1.090,0.850,5.1154,-5079.5623,-17.316,-18.493,641.858
1.667384167599999905e+09,307.796,305.037,0.000,nan,273.150,311.150,310.900,315.090,300.520,1053.489,996.525,1052.832,1052.291,0.700,1.030,1.030,0.780,5.1047,-5066.5455,-24.965,-22.206,1116.355
1.667384167660000086e+09,305.475,303.923,0.000,nan,273.150,311.150,310.900,315.090,300.520,1053.649,996.080,1052.526,1052.219,0.740,1.370,0.980,1.040,5.0510,-5010.8149,-22.644,-21.092,957.594
1.667384167730000019e+09,306.861,304.541,0.000,nan,273.150,311.150,310.900,315.090,300.520,1053.280,997.254,1052.453,1052.006,0.740,1.090,0.950,0.920,5.1901,-5155.4864,-24.030,-21.711,1048.806
1.667384167789999962e+09,304.320,302.100,0.000,nan,273.150,311.150,310.900,315.090,300.710,1053.952,996.739,1052.608,1052.171,1.280,0.900,0.970,0.680,5.0825,-5045.5216,-21.489,-19.269,833.088
1.667384167849999905e+09,305.929,302.466,0.000,nan,273.150,311.150,310.900,315.090,300.710,1053.777,996.694,1052.752,1052.072,0.730,1.030,1.190,1.020,5.0940,-5056.7860,-23.098,-19.635,919.028
1.667384167920000076e+09,307.094,306.201,0.000,nan,273.150,311.150,310.900,315.090,300.710,1053.656,996.963,1052.865,1052.691,0.830,0.730,0.850,0.990,5.1291,-5093.1087,-24.263,-23.370,1134.849
1.667384167980000019e+09,299.588,299.710,0.000,nan,273.150,311.150,310.900,315.090,300.710,1054.191,996.460,1051.895,1051.919,0.570,0.830,0.930,0.700,5.0368,-4998.6252,-16.757,-16.879,565.694
1.667384168049999952e+09,305.946,300.437,0.000,nan,273.150,311.150,310.900,315.090,300.520,1053.751,996.338,1052.723,1051.635,0.630,1.270,0.850,0.780,5.0647,-5025.8061,-23.115,-17.606,844.303
1.667384226180000067e+09,306.341,302.627,0.000,nan,273.150,311.150,310.900,315.150,299.400,1053.256,996.729,1052.321,1051.599,0.980,1.030,0.960,1.040,5.1441,-5106.9508,-23.510,-19.796,944.623
1.667384226240000010e+09,307.075,302.340,0.000,nan,273.150,311.150,310.900,315.150,299.400,1053.060,996.551,1052.268,1051.348,0.840,0.960,0.960,0.950,5.1458,-5107.6495,-24.244,-19.509,968.376
1.667384226299999952e+09,302.727,302.401,0.000,nan,273.150,311.150,310.900,315.150,299.400,1053.442,996.383,1051.789,1051.725,0.810,1.130,0.950,0.910,5.0961,-5057.3252,-19.897,-19.571,778.882
1.667384226359999895e+09,304.699,305.381,0.000,nan,273.150,311.150,310.900,315.150,299.400,1052.911,996.351,1051.656,1051.789,0.770,0.790,0.680,0.680,5.1410,-5101.8936,-21.868,-22.550,986.705
1.667384226430000067e+09,304.633,301.195,0.000,nan,273.150,311.150,310.900,315.090,299.400,1053.615,996.318,1052.331,1051.654,1.070,0.740,0.890,0.850,5.0749,-5035.8678,-21.802,-18.364,812.580
1.667384226490000010e+09,307.447,304.115,0.000,nan,273.150,311.150,310.900,315.090,299.400,1052.935,996.693,1052.219,1051.575,0.920,0.910,0.730,0.710,5.1701,-5132.6335,-24.616,-21.284,1058.947
1.667384226549999952e+09,303.116,303.718,0.000,nan,273.150,311.090,310.900,315.090,299.400,1053.337,996.366,1051.775,1051.893,0.830,0.990,0.820,0.880,5.1029,-5063.9877,-20.285,-20.887,847.752
1.667384226619999886e+09,303.228,305.986,0.000,nan,273.150,311.090,310.900,315.090,299.400,1053.089,996.668,1051.563,1052.098,0.930,1.290,0.870,0.790,5.1528,-5115.2176,-20.397,-23.155,952.222
1.667384226680000067e+09,304.843,300.390,0.000,nan,273.150,311.090,310.900,315.150,299.400,1053.557,996.702,1052.335,1051.464,0.880,1.010,0.970,0.530,5.1134,-5076.1713,-22.012,-17.559,792.854
1.667384226740000010e+09,303.506,299.524,0.000,nan,273.150,311.090,310.900,315.150,299.400,1053.621,996.660,1052.135,1051.354,0.950,0.930,1.100,0.960,5.1039,-5066.4527,-20.675,-16.693,706.086
1.667384226809999943e+09,305.724,303.282,0.000,nan,273.150,311.150,310.900,315.150,299.270,1053.275,995.712,1052.201,1051.718,1.190,1.120,0.750,1.030,5.0515,-5009.4798,-22.893,-20.451,942.311
1.667384226869999886e+09,306.756,304.186,0.000,nan,273.150,311.150,310.900,315.020,299.270,1053.457,995.917,1052.587,1052.078,0.900,1.080,0.790,0.890,5.0536,-5012.5593,-23.925,-21.355,1028.427
1.667384226930000067e+09,305.331,302.910,0.000,nan,273.150,311.150,310.900,315.020,299.270,1053.818,996.223,1052.666,1052.186,1.050,0.780,1.100,0.660,5.0487,-5009.2641,-22.500,-20.079,909.436
1.667384227000000000e+09,307.236,306.926,0.000,nan,273.150,311.150,310.900,315.020,299.270,1053.123,996.723,1052.364,1052.304,1.140,1.050,0.890,0.930,5.1557,-5118.4078,-24.405,-24.095,1176.190
1.667384227059999943e+09,303.001,304.038,0.000,nan,273.150,311.090,310.900,315.020,299.400,1053.921,996.275,1052.318,1052.523,1.050,0.910,0.940,0.570,5.0432,-5004.0228,-20.170,-21.207,856.563
1.667384227130000114e+09,302.560,300.926,0.000,nan,273.150,311.090,310.900,315.090,299.400,1054.220,997.013,1052.541,1052.220,0.870,1.150,0.800,1.170,5.0819,-5046.3916,-19.729,-18.095,716.669
1.667384227190000057e+09,303.506,304.865,0.000,nan,273.150,311.090,310.900,315.090,299.400,1053.683,996.835,1052.200,1052.466,0.910,0.830,1.030,1.250,5.1140,-5077.4053,-20.675,-22.034,912.946
1.667384227250000000e+09,308.976,305.126,0.000,nan,273.150,311.090,310.900,315.090,299.400,1053.382,996.777,1052.971,1052.221,1.210,1.090,0.820,0.910,5.1359,-5099.0101,-26.146,-22.295,1180.667
1.667384227319999933e+09,302.127,301.364,0.000,nan,273.150,311.090,310.900,315.090,299.400,1054.118,996.786,1052.350,1052.200,0.880,0.890,0.960,0.730,5.0708,-5034.1479,-19.296,-18.533,715.791
1.667384227380000114e+09,305.095,304.197,0.000,nan,273.150,311.090,310.900,315.150,299.400,1053.525,996.120,1052.341,1052.164,1.200,0.840,0.900,1.090,5.0644,-5024.3644,-22.264,-21.366,952.202
1.667384227450000048e+09,301.864,302.141,0.000,nan,273.150,311.090,310.900,315.150,299.400,1054.350,996.267,1052.507,1052.562,0.920,0.700,1.050,1.030,5.0052,-4966.1788,-19.033,-19.310,735.153
1.667384227509999990e+09,301.700,302.939,0.000,nan,273.150,311.090,310.900,315.150,299.460,1053.839,996.750,1051.995,1052.239,1.070,0.760,1.100,1.010,5.0924,-5055.4336,-18.869,-20.108,760.369
1.667384227579999924e+09,306.541,303.646,0.000,nan,273.150,311.090,310.900,315.150,299.460,1053.769,996.592,1052.874,1052.305,1.000,0.930,0.700,0.700,5.0846,-5046.8710,-23.710,-20.815,995.455
1.667384227640000105e+09,307.156,303.481,0.000,nan,273.150,311.090,310.900,315.150,299.460,1053.333,996.664,1052.566,1051.850,1.060,0.890,1.240,0.970,5.1301,-5092.6583,-24.325,-20.651,1018.161
1.667384227700000048e+09,305.827,301.470,0.000,nan,273.150,311.090,310.900,315.150,299.460,1053.923,996.187,1052.878,1052.013,0.890,0.730,0.710,1.140,5.0353,-4995.7011,-22.996,-18.639,876.222
1.667384227769999981e+09,308.371,307.033,0.000,nan,273.150,311.150,310.900,315.150,299.270,1053.368,997.056,1052.830,1052.571,0.990,0.960,0.730,0.840,5.1638,-5128.2158,-25.540,-24.202,1238.046
1.667384227829999924e+09,303.789,301.801,0.000,nan,273.150,311.150,310.900,315.150,299.270,1053.536,996.218,1052.085,1051.694,0.690,0.860,0.810,1.060,5.0731,-5033.4997,-20.958,-18.970,799.115
1.667384227900000095e+09,307.467,304.107,0.000,nan,273.150,311.150,310.900,315.150,299.270,1053.358,996.272,1052.635,1051.976,0.720,0.920,0.980,0.980,5.0937,-5054.3132,-24.636,-21.276,1059.591
1.667384227960000038e+09,303.004,300.972,0.000,nan,273.150,311.150,310.900,315.150,299.270,1054.046,996.706,1052.440,1052.039,0.700,0.820,0.720,0.770,5.0712,-5034.0820,-20.173,-18.141,736.025
1.667384228029999971e+09,304.582,302.713,0.000,nan,273.150,311.150,310.900,315.150,299.270,1053.635,996.917,1052.354,1051.990,1.140,1.010,0.890,1.200,5.1268,-5090.6030,-21.751,-19.882,868.421
1.667384286160000086e+09,304.580,303.893,0.000,nan,273.150,311.150,310.960,315.210,298.400,1053.364,995.688,1052.060,1051.924,0.960,0.920,0.840,1.020,5.0413,-4999.1757,-21.749,-21.062,916.618
1.667384286230000019e+09,305.564,304.672,0.000,nan,273.150,311.150,310.960,315.210,298.340,1053.636,995.633,1052.521,1052.343,0.880,0.860,0.810,1.240,5.0128,-4970.5556,-22.733,-21.841,993.826
1.667384286289999962e+09,300.191,303.561,0.000,nan,273.150,311.150,310.900,315.210,298.340,1053.682,995.843,1051.502,1052.173,1.240,1.060,0.990,1.110,5.0274,-4986.1550,-17.360,-20.730,731.100
1.667384286349999905e+09,306.649,303.757,0.000,nan,273.150,311.150,310.900,315.210,298.340,1052.980,996.775,1052.110,1051.551,0.890,0.560,0.800,0.960,5.1736,-5136.5545,-23.818,-20.927,1005.213
1.667384286420000076e+09,303.951,302.021,0.000,nan,273.150,311.150,310.900,315.150,298.460,1053.421,996.725,1052.018,1051.641,1.080,0.900,0.880,0.890,5.1288,-5091.6106,-21.120,-19.190,814.315
1.667384286480000019e+09,304.558,302.573,0.000,nan,273.150,311.150,310.900,315.150,298.460,1053.315,995.940,1052.015,1051.623,1.390,1.070,0.800,0.870,5.0681,-5027.1073,-21.727,-19.742,861.824
1.667384286539999962e+09,303.038,302.756,0.000,nan,273.150,311.090,310.900,315.150,298.460,1053.261,996.184,1051.680,1051.625,1.190,0.860,1.060,0.530,5.0935,-5053.6639,-20.207,-19.925,805.323
1.667384286599999905e+09,301.872,304.724,0.000,nan,273.150,311.090,310.900,315.150,298.460,1053.599,996.403,1051.785,1052.346,0.910,1.250,0.770,0.780,5.0829,-5044.2285,-19.041,-21.893,841.841
1.667384286670000076e+09,304.443,303.188,0.000,nan,273.150,311.090,310.900,315.210,298.520,1053.323,996.353,1052.020,1051.774,1.380,0.910,1.040,0.680,5.1030,-5064.0547,-21.612,-20.358,881.520
1.667384286730000019e+09,303.427,305.001,0.000,nan,273.150,311.150,310.900,315.210,298.520,1053.151,995.745,1051.626,1051.937,1.230,1.000,0.940,0.680,5.0653,-5023.3830,-20.596,-22.170,915.735
1.667384286789999962e+09,305.451,305.236,0.000,nan,273.150,311.150,310.900,315.210,298.520,1053.261,995.716,1052.133,1052.091,0.920,0.810,0.790,0.760,5.0530,-5011.0266,-22.620,-22.406,1013.678
1.667384286859999895e+09,307.473,305.006,0.000,nan,273.150,311.150,310.900,315.210,298.520,1052.894,996.064,1052.175,1051.693,0.910,0.700,1.050,1.020,5.1166,-5076.1359,-24.642,-22.175,1098.942
1.667384286920000076e+09,308.330,306.075,0.000,nan,273.150,311.150,310.900,315.090,298.460,1052.551,996.309,1052.006,1051.569,0.990,1.210,0.990,0.790,5.1701,-5130.6757,-25.499,-23.244,1190.470
1.667384286980000019e+09,306.543,303.323,0.000,nan,273.150,311.150,310.900,315.090,298.460,1053.236,996.456,1052.336,1051.707,1.300,1.000,0.880,0.850,5.1213,-5082.7422,-23.712,-20.492,982.190
1.667384287049999952e+09,304.294,301.873,0.000,nan,273.150,311.150,310.900,315.090,298.460,1053.264,996.614,1051.929,1051.457,0.980,0.950,0.850,0.900,5.1329,-5095.1059,-21.463,-19.042,823.257
1.667384287109999895e+09,306.363,303.139,0.000,nan,273.150,311.150,310.900,315.090,298.460,1052.915,996.041,1051.978,1051.348,1.220,1.140,0.930,0.540,5.1127,-5072.1202,-23.532,-20.308,966.164
1.667384287170000076e+09,303.653,307.185,0.000,nan,273.150,311.150,310.900,315.150,298.340,1053.256,996.360,1051.789,1052.480,1.190,0.630,0.910,0.890,5.1108,-5071.7919,-20.822,-24.354,1026.656
1.667384287240000010e+09,305.496,303.620,0.000,nan,273.150,311.090,310.900,315.150,298.340,1053.112,995.579,1052.005,1051.634,0.930,1.010,0.860,0.820,5.0531,-5010.4261,-22.665,-20.790,945.915
1.667384287299999952e+09,303.968,303.505,0.000,nan,273.150,311.090,310.900,315.150,298.340,1053.641,996.180,1052.233,1052.142,1.360,1.130,1.070,0.850,5.0594,-5019.6891,-21.137,-20.675,874.205
1.667384287359999895e+09,308.913,306.598,0.000,nan,273.150,311.090,310.900,315.150,298.340,1052.280,996.665,1051.863,1051.420,0.730,0.720,1.090,0.840,5.2274,-5189.5916,-26.082,-23.767,1245.138
1.667384287420000076e+09,305.710,303.337,0.000,nan,273.150,311.090,310.900,315.150,298.460,1053.188,995.929,1052.129,1051.661,1.050,1.080,1.120,0.840,5.0773,-5036.2520,-22.880,-20.507,943.995
1.667384287490000010e+09,301.711,298.384,0.000,nan,273.150,311.150,310.960,315.150,298.460,1053.881,995.977,1052.001,1051.338,0.830,1.040,1.160,1.100,5.0214,-4980.7811,-18.880,-15.553,598.352
1.667384287549999952e+09,304.447,301.795,0.000,nan,273.150,311.150,310.960,315.150,298.460,1053.284,996.093,1051.966,1051.444,0.810,1.040,0.870,0.840,5.0840,-5043.7508,-21.616,-18.964,826.873
1.667384287609999895e+09,304.021,305.566,0.000,nan,273.150,311.150,310.960,315.210,298.460,1053.096,995.958,1051.695,1051.999,1.250,0.990,1.130,1.160,5.0887,-5047.7513,-21.190,-22.735,965.895
1.667384287680000067e+09,302.903,303.400,0.000,nan,273.150,311.150,310.960,315.210,298.710,1053.459,996.171,1051.834,1051.932,0.770,1.100,1.080,1.000,5.0754,-5035.5430,-20.072,-20.569,825.970
1.667384287740000010e+09,300.560,303.182,0.000,nan,273.150,311.090,310.900,315.210,298.710,1053.887,996.513,1051.809,1052.326,0.570,0.680,1.060,0.900,5.0671,-5029.1007,-17.729,-20.351,728.489
1.667384287799999952e+09,306.801,304.693,0.000,nan,273.150,311.090,310.900,315.210,298.710,1053.121,996.455,1052.285,1051.874,1.220,0.840,0.830,0.920,5.1304,-5091.8653,-23.970,-21.862,1052.528
1.667384287859999895e+09,304.606,304.473,0.000,nan,273.150,311.090,310.900,315.150,298.460,1052.997,996.018,1051.726,1051.700,1.070,0.980,0.940,0.790,5.1022,-5061.5345,-21.776,-21.642,942.553
1.667384287930000067e+09,306.374,301.450,0.000,nan,273.150,311.150,310.900,315.150,298.460,1053.050,996.367,1052.119,1051.160,0.770,0.720,0.900,1.090,5.1299,-5090.9088,-23.544,-18.619,900.982
1.667384287990000010e+09,303.653,300.094,0.000,nan,273.150,311.150,310.900,315.150,298.460,1053.375,996.104,1051.898,1051.197,0.790,1.040,1.050,1.090,5.0773,-5037.1302,-20.822,-17.263,731.593
1.667384346130000114e+09,300.254,298.852,0.000,nan,273.150,311.270,311.090,315.090,297.520,1053.918,995.923,1051.721,1051.441,0.950,0.960,0.620,1.220,5.0148,-4973.9484,-17.423,-16.021,560.243
1.667384346200000048e+09,303.951,301.189,0.000,nan,273.150,311.270,311.090,315.090,297.520,1053.266,996.071,1051.826,1051.283,0.740,0.930,1.330,0.770,5.0850,-5044.5685,-21.120,-18.358,783.060
1.667384346259999990e+09,305.801,301.466,0.000,nan,273.150,311.270,311.090,315.090,297.590,1053.044,996.222,1051.975,1051.128,1.210,0.900,0.910,0.660,5.1183,-5078.5607,-22.970,-18.635,874.902
1.667384346319999933e+09,303.017,301.289,0.000,nan,273.150,311.270,311.090,315.090,297.590,1053.644,996.519,1052.023,1051.684,0.920,1.240,0.910,1.100,5.0912,-5053.0116,-20.186,-18.458,748.173
1.667384346380000114e+09,303.703,304.456,0.000,nan,273.150,311.270,311.090,315.090,297.590,1053.327,995.963,1051.835,1051.983,0.730,1.100,0.870,0.810,5.0699,-5029.0072,-20.872,-21.625,903.270
1.667384346450000048e+09,304.699,302.488,0.000,nan,273.150,311.270,311.090,315.150,297.590,1053.334,996.023,1052.039,1051.604,1.210,1.110,1.180,0.900,5.0746,-5033.9636,-21.868,-19.658,864.623
1.667384346509999990e+09,301.940,302.361,0.000,nan,273.150,311.270,311.090,315.150,297.650,1053.558,996.172,1051.717,1051.800,1.020,0.870,0.980,0.620,5.0680,-5028.2129,-19.109,-19.530,746.582
1.667384346569999933e+09,305.137,301.786,0.000,nan,273.150,311.270,311.090,315.150,297.650,1053.107,995.825,1051.899,1051.239,0.960,1.090,0.980,0.790,5.0772,-5035.5815,-22.306,-18.955,856.831
1.667384346640000105e+09,304.269,302.693,0.000,nan,273.150,311.270,311.090,315.150,297.650,1052.998,996.541,1051.639,1051.333,0.980,0.760,1.060,0.810,5.1514,-5113.1161,-21.438,-19.863,854.099
1.667384346700000048e+09,306.029,301.779,0.000,nan,273.150,311.270,311.090,315.090,297.650,1053.142,995.825,1052.109,1051.272,1.150,0.850,0.710,1.200,5.0741,-5032.5128,-23.198,-18.948,897.190
1.667384346759999990e+09,305.097,303.667,0.000,nan,273.150,311.270,311.090,315.090,297.710,1053.328,996.151,1052.115,1051.833,0.840,0.840,1.010,0.920,5.0865,-5046.5350,-22.266,-20.836,929.899
1.667384346829999924e+09,303.882,304.244,0.000,nan,273.150,311.270,311.090,315.090,297.710,1053.309,995.612,1051.843,1051.915,0.910,1.050,0.730,1.070,5.0408,-4998.2215,-21.051,-21.413,901.681
1.667384346890000105e+09,304.761,303.332,0.000,nan,273.150,311.270,311.090,315.090,297.710,1053.082,996.329,1051.812,1051.533,1.190,0.910,0.870,0.760,5.1246,-5085.3099,-21.930,-20.501,901.213
1.667384346950000048e+09,309.286,305.268,0.000,nan,273.150,311.270,311.090,315.090,298.020,1052.698,996.438,1052.315,1051.537,0.790,0.830,1.060,1.150,5.1694,-5130.5108,-26.455,-22.437,1203.309
1.667384347009999990e+09,306.042,305.672,0.000,nan,273.150,311.270,311.090,315.090,298.020,1052.717,996.794,1051.712,1051.640,0.890,0.960,0.750,1.080,5.2006,-5163.4973,-23.211,-22.841,1060.460
1.667384347079999924e+09,313.147,306.356,0.000,nan,273.150,311.270,311.090,315.090,298.020,1052.216,996.028,1052.578,1051.266,0.830,1.130,1.190,0.980,5.1761,-5135.1206,-30.316,-23.525,1472.470
1.667384347140000105e+09,301.581,301.301,0.000,nan,273.150,311.270,311.090,315.090,298.020,1053.614,996.558,1051.714,1051.659,0.880,0.930,0.830,1.110,5.0973,-5059.3182,-18.750,-18.470,692.716
1.667384347200000048e+09,302.474,302.878,0.000,nan,273.150,311.340,311.090,315.150,297.900,1053.439,995.653,1051.678,1051.758,0.880,1.150,0.730,0.920,5.0342,-4991.8319,-19.643,-20.047,787.730
1.667384347269999981e+09,301.795,300.968,0.000,nan,273.150,311.340,311.090,315.150,297.900,1053.452,996.341,1051.579,1051.416,0.810,1.200,0.890,0.900,5.0937,-5054.5799,-18.964,-18.137,688.617
1.667384347329999924e+09,304.182,304.504,0.000,nan,273.150,311.340,311.090,315.150,297.900,1053.153,996.826,1051.767,1051.830,0.890,1.310,0.780,1.240,5.1645,-5127.6550,-21.352,-21.673,925.622
1.667384347390000105e+09,303.695,301.236,0.000,nan,273.150,311.340,311.090,315.090,297.900,1053.340,996.081,1051.835,1051.351,0.970,0.850,1.050,1.310,5.0805,-5040.1752,-20.864,-18.405,774.080
1.667384347460000038e+09,304.910,300.716,0.000,nan,273.150,311.270,311.090,315.090,297.840,1053.787,996.011,1052.523,1051.690,0.770,1.100,1.040,1.250,5.0338,-4993.3314,-22.079,-17.885,807.347
1.667384347519999981e+09,305.967,304.441,0.000,nan,273.150,311.270,311.090,315.090,297.840,1052.828,996.676,1051.804,1051.509,0.940,1.020,1.070,0.630,5.1794,-5141.7526,-23.136,-21.611,1002.304
1.667384347579999924e+09,304.335,301.889,0.000,nan,273.150,311.270,311.090,315.090,297.840,1053.428,996.578,1052.072,1051.594,1.020,0.760,0.880,1.170,5.1158,-5077.8711,-21.504,-19.058,825.617
1.667384347640000105e+09,301.891,297.284,0.000,nan,273.150,311.340,311.090,315.150,297.840,1053.782,996.170,1051.911,1050.999,0.990,0.640,1.140,0.750,5.0493,-5009.5096,-19.060,-14.453,572.160
1.667384347710000038e+09,302.468,296.834,0.000,nan,273.150,311.340,311.090,315.150,297.960,1053.526,996.494,1051.786,1050.682,0.680,0.730,0.880,0.970,5.1007,-5062.3673,-19.637,-14.003,581.701
1.667384347769999981e+09,300.021,302.695,0.000,nan,273.150,311.340,311.090,315.150,297.960,1053.630,996.659,1051.414,1051.937,0.920,0.770,1.000,0.950,5.1061,-5068.5806,-17.190,-19.865,690.106
1.667384347829999924e+09,305.843,302.063,0.000,nan,273.150,311.340,311.090,315.150,297.960,1053.182,996.054,1052.103,1051.360,1.120,0.830,0.680,0.440,5.0921,-5051.5603,-23.012,-19.232,899.417
1.667384347900000095e+09,305.170,304.389,0.000,nan,273.150,311.340,311.090,315.150,297.960,1052.899,996.576,1051.704,1051.553,0.790,0.780,0.930,0.950,5.1649,-5126.7461,-22.340,-21.558,963.789
1.667384347960000038e+09,308.693,302.061,0.000,nan,273.150,311.340,311.090,315.150,297.900,1053.076,996.247,1052.558,1051.263,0.960,0.820,1.210,1.150,5.1190,-5079.3446,-25.862,-19.230,1038.649
1.667384406039999962e+09,301.130,297.442,0.000,nan,273.150,311.900,311.590,315.340,297.340,1053.799,996.481,1051.680,1050.954,1.260,1.070,1.000,0.860,5.0819,-5043.4228,-18.299,-14.611,548.350
1.667384406099999905e+09,302.893,301.968,0.000,nan,273.150,311.900,311.590,315.340,297.650,1053.647,996.165,1051.869,1051.687,1.400,1.000,0.830,0.670,5.0674,-5027.3642,-20.062,-19.137,768.712
1.667384406170000076e+09,309.136,305.803,0.000,nan,273.150,311.900,311.590,315.340,297.650,1052.829,996.322,1052.293,1051.646,1.110,1.260,0.830,1.160,5.1549,-5115.2924,-26.305,-22.972,1219.709
1.667384406230000019e+09,304.240,304.994,0.000,nan,273.150,311.900,311.590,315.340,297.650,1053.157,996.061,1051.655,1051.803,0.980,0.930,1.080,1.030,5.1017,-5060.9512,-21.409,-22.163,949.558
1.667384406289999962e+09,306.009,304.201,0.000,nan,273.150,311.900,311.590,315.340,297.650,1053.292,996.311,1052.139,1051.785,0.890,0.760,0.820,0.780,5.1120,-5072.5112,-23.178,-21.370,993.890
1.667384406349999905e+09,302.434,305.112,0.000,nan,273.150,311.900,311.590,315.340,298.150,1053.382,995.827,1051.511,1052.041,1.230,0.970,1.000,0.960,5.0610,-5019.2412,-19.603,-22.281,880.751
1.667384406420000076e+09,304.368,303.819,0.000,nan,273.150,311.900,311.590,315.340,298.150,1053.000,995.640,1051.517,1051.409,0.990,0.950,0.740,1.060,5.0782,-5035.4259,-21.538,-20.988,904.369
1.667384406480000019e+09,305.522,307.402,0.000,nan,273.150,311.900,311.590,315.340,298.150,1052.691,996.411,1051.459,1051.822,0.680,0.680,0.980,0.910,5.1757,-5136.4703,-22.691,-24.571,1118.612
1.667384406539999962e+09,304.621,305.352,0.000,nan,273.150,311.900,311.590,315.340,298.150,1053.069,996.127,1051.646,1051.789,0.960,0.870,0.730,1.010,5.1155,-5075.0429,-21.790,-22.521,982.020
1.667384406609999895e+09,308.029,303.372,0.000,nan,273.150,311.900,311.590,315.340,297.650,1052.865,996.047,1052.110,1051.202,0.750,0.770,0.870,0.790,5.1266,-5085.7530,-25.198,-20.541,1056.883
1.667384406670000076e+09,305.716,301.222,0.000,nan,273.150,311.900,311.590,315.340,297.650,1052.972,995.960,1051.761,1050.882,0.840,0.980,0.950,0.930,5.1092,-5067.9311,-22.885,-18.391,861.939
1.667384406740000010e+09,306.540,308.528,0.000,nan,273.150,311.900,311.590,315.340,297.650,1053.088,995.888,1052.036,1052.426,1.330,1.240,0.810,0.870,5.0923,-5050.7773,-23.709,-25.697,1222.440
1.667384406799999952e+09,308.193,305.011,0.000,nan,273.150,311.900,311.590,315.340,297.650,1053.623,996.413,1052.895,1052.270,0.840,0.820,1.180,0.750,5.0915,-5052.6546,-25.362,-22.180,1135.186
1.667384406869999886e+09,305.487,305.782,0.000,nan,273.150,311.900,311.590,315.340,297.770,1053.205,996.758,1051.962,1052.020,0.940,1.040,0.470,0.780,5.1603,-5122.9939,-22.656,-22.951,1040.029
1.667384406930000067e+09,303.645,304.027,0.000,nan,273.150,311.960,311.590,315.340,297.770,1053.600,996.916,1051.982,1052.056,0.940,0.940,0.840,0.820,5.1398,-5103.3723,-20.814,-21.196,882.494
1.667384407000000000e+09,308.102,304.163,0.000,nan,273.150,311.960,311.590,315.340,297.770,1053.114,996.729,1052.368,1051.606,0.840,1.240,1.080,0.680,5.1670,-5129.4945,-25.271,-21.333,1093.691
1.667384407059999943e+09,303.861,303.847,0.000,nan,273.150,311.960,311.590,315.340,297.590,1053.358,996.760,1051.784,1051.781,1.440,1.200,0.940,0.850,5.1476,-5110.3536,-21.030,-21.016,883.936
1.667384407119999886e+09,302.901,301.974,0.000,nan,273.150,311.900,311.590,315.340,297.590,1053.571,995.946,1051.791,1051.607,0.740,1.310,0.820,0.990,5.0548,-5013.7226,-20.070,-19.143,769.271
1.667384407190000057e+09,305.208,304.836,0.000,nan,273.150,311.900,311.590,315.340,297.590,1053.225,996.309,1051.918,1051.845,1.210,0.790,0.880,1.000,5.1178,-5078.3121,-22.377,-22.005,984.945
1.667384407250000000e+09,309.409,306.234,0.000,nan,273.150,311.900,311.590,315.340,297.590,1053.024,996.716,1052.543,1051.929,0.960,1.100,0.770,1.040,5.1730,-5135.4261,-26.578,-23.403,1254.102
1.667384407319999933e+09,306.927,307.915,0.000,nan,273.150,311.900,311.590,315.340,298.090,1053.094,996.377,1052.126,1052.318,0.660,0.960,0.780,0.730,5.1358,-5096.5596,-24.096,-25.084,1209.836
1.667384407380000114e+09,301.719,300.870,0.000,nan,273.150,311.900,311.590,315.340,298.090,1053.893,996.092,1051.873,1051.704,1.250,1.020,1.050,0.780,5.0395,-4999.1654,-18.888,-18.039,682.134
1.667384407450000048e+09,303.302,303.890,0.000,nan,273.150,311.900,311.520,315.400,298.090,1053.484,996.903,1051.814,1051.928,1.020,1.080,0.570,0.900,5.1486,-5112.0220,-20.471,-21.059,862.537
1.667384407509999990e+09,310.050,303.553,0.000,nan,273.150,311.900,311.520,315.400,298.090,1052.935,996.469,1052.576,1051.317,1.170,0.790,0.760,0.920,5.1591,-5120.3096,-27.219,-20.722,1170.284
1.667384407569999933e+09,306.488,303.722,0.000,nan,273.150,311.900,311.520,315.400,297.960,1053.404,996.464,1052.346,1051.806,0.590,0.970,0.770,0.920,5.1161,-5077.3877,-23.657,-20.891,996.075
