# TerraRad Tech AG
# PoLRa 3.2
# SN: 08
# FW version: v3.2.3
# offsetHPol: 4.843296579859171
# offsetVPol: 4.726970800268247
# timezone: CET
Year,Month,Day,Time,UnixTime,uacs,urs,up1,up2,Tir,Tacs,Trs,Taux,Tp1,uacs_std,urs_std,up1_std,up2_std,nsubsamp,t_1s,t_line
2022 11 02 13:00:05 1667390405.97  994.7025 1051.6602 1045.6862 1045.7213 0.00  313.71  313.59  317.90  296.84  0.86  0.95  0.83  1.28  25 16.22 63.19
2022 11 02 13:00:06 1667390406.04  995.1426 1051.7911 1046.0656 1045.2545 0.00  313.84  313.59  317.90  296.84  0.82  0.69  1.01  0.94  25 15.80 62.84
2022 11 02 13:00:06 1667390406.10  994.8450 1051.8629 1045.7250 1046.2540 0.00  313.84  313.59  317.90  297.09  1.12  1.00  1.07  0.92  25 15.89 62.91
2022 11 02 13:00:06 1667390406.16  994.2882 1051.5629 1045.5939 1044.9493 0.00  313.84  313.52  317.84  297.09  0.79  1.34  1.00  0.57  25 15.86 62.65
2022 11 02 13:00:06 1667390406.23  994.8720 1051.6160 1045.8766 1045.1126 0.00  313.84  313.52  317.84  297.09  0.77  0.88  0.98  0.93  25 15.85 62.89
2022 11 02 13:00:06 1667390406.29  994.9380 1051.9026 1046.0050 1046.1427 0.00  313.77  313.52  317.84  297.09  1.47  0.83  0.97  0.58  25 15.87 62.90
2022 11 02 13:00:06 1667390406.35  994.9545 1051.2913 1045.4023 1045.4458 0.00  313.77  313.59  317.84  297.02  1.20  0.79  0.83  0.97  25 15.83 62.87
2022 11 02 13:00:06 1667390406.42  995.4029 1051.3221 1045.6675 1045.3370 0.00  313.77  313.59  317.90  297.02  1.19  0.91  0.92  0.93  25 15.85 62.88
2022 11 02 13:00:06 1667390406.48  994.9136 1051.5482 1045.8045 1045.0128 0.00  313.77  313.59  317.90  297.02  1.02  0.87  0.91  0.83  25 15.62 62.33
2022 11 02 13:00:06 1667390406.54  994.6747 1051.3605 1045.4703 1044.9791 0.00  313.77  313.59  317.90  296.84  1.07  1.03  1.10  1.01  25 15.91 62.91
2022 11 02 13:00:06 1667390406.61  994.4278 1051.2654 1046.1006 1044.7760 0.00  313.77  313.59  317.90  296.84  0.76  1.18  0.92  0.87  25 16.10 62.56
2022 11 02 13:00:06 1667390406.67  995.6524 1051.6249 1045.6425 1046.1989 0.00  313.77  313.59  317.90  296.84  0.75  0.95  0.93  0.99  25 16.17 64.86
2022 11 02 13:00:06 1667390406.74  995.4475 1051.4784 1046.1407 1045.6264 0.00  313.77  313.59  317.90  296.84  0.79  1.10  0.68  0.74  25 16.50 64.74
2022 11 02 13:00:06 1667390406.80  994.8040 1052.2080 1046.1565 1045.3832 0.00  313.77  313.59  317.90  296.77  0.64  0.72  1.06  1.09  25 16.01 63.90
2022 11 02 13:00:06 1667390406.87  994.7458 1052.2497 1046.7882 1045.8116 0.00  313.77  313.59  317.90  296.77  0.89  0.94  0.79  0.69  25 16.06 64.03
2022 11 02 13:00:06 1667390406.93  995.3153 1052.3574 1046.3074 1045.4196 0.00  313.77  313.59  317.90  296.77  1.15  1.13  1.05  1.07  25 16.28 63.82
2022 11 02 13:00:06 1667390406.99  995.9615 1051.5173 1045.9242 1045.1999 0.00  313.77  313.59  317.90  296.77  1.07  0.94  0.84  0.82  25 16.06 63.87
2022 11 02 13:00:07 1667390407.06  994.8103 1052.6635 1046.1846 1046.0195 0.00  313.77  313.59  317.90  297.15  0.83  0.80  1.47  0.92  25 16.11 63.68
2022 11 02 13:00:07 1667390407.12  995.0526 1051.9599 1046.0612 1045.2256 0.00  313.77  313.59  317.90  297.15  1.14  0.87  0.70  1.04  25 16.06 63.95
2022 11 02 13:00:07 1667390407.19  995.2303 1051.3342 1046.3950 1045.7632 0.00  313.77  313.59  317.90  297.15  0.88  1.08  0.53  0.89  25 16.01 63.86
2022 11 02 13:00:07 1667390407.25  995.1900 1052.3652 1046.2868 1045.5693 0.00  313.77  313.59  317.90  297.15  1.07  0.98  1.21  0.89  25 16.07 63.69
2022 11 02 13:00:07 1667390407.32  995.4412 1051.5692 1046.4078 1045.8607 0.00  313.77  313.59  317.90  297.02  1.27  1.14  1.04  1.06  25 16.07 63.87
2022 11 02 13:00:07 1667390407.38  995.1597 1051.5106 1046.3028 1045.2683 0.00  313.77  313.59  317.96  297.02  1.07  1.15  0.81  0.94  25 16.12 63.69
2022 11 02 13:00:07 1667390407.44  995.2685 1052.0432 1046.0505 1045.9865 0.00  313.77  313.59  317.96  297.02  0.98  1.16  0.71  0.84  25 16.06 63.91
2022 11 02 13:00:07 1667390407.51  995.1661 1052.3000 1045.6442 1045.1043 0.00  313.77  313.59  317.96  297.09  1.12  0.85  0.74  1.19  25 16.05 63.92
2022 11 02 13:00:07 1667390407.57  994.8155 1051.9196 1045.6560 1045.9073 0.00  313.77  313.52  317.84  297.09  0.90  0.69  1.03  1.00  25 16.04 63.13
2022 11 02 13:00:07 1667390407.64  995.4696 1052.3216 1045.8145 1045.7640 0.00  313.77  313.52  317.84  297.09  0.82  1.23  1.06  0.91  25 16.20 64.08
2022 11 02 13:00:07 1667390407.70  995.0613 1052.5616 1046.1805 1045.5185 0.00  313.77  313.52  317.84  297.09  0.98  0.85  1.27  1.08  25 16.04 63.57
2022 11 02 13:00:07 1667390407.76  994.9919 1052.8368 1046.6318 1045.6303 0.00  313.77  313.52  317.84  297.02  0.96  0.75  0.87  0.99  25 16.07 63.97
2022 11 02 13:00:07 1667390407.83  995.4585 1051.3704 1046.2291 1046.4008 0.00  313.77  313.59  318.02  297.02  1.02  0.83  0.96  0.77  25 16.30 64.15
2022 11 02 13:01:05 1667390465.91  994.5574 1051.4604 1045.9097 1044.9978 0.00  313.59  313.46  317.84  297.46  1.14  0.82  1.01  1.23  25 16.08 63.11
2022 11 02 13:01:05 1667390465.97  995.3179 1051.5113 1045.9474 1045.0216 0.00  313.65  313.46  317.84  297.52  1.08  0.87  0.99  0.85  25 16.03 63.05
2022 11 02 13:01:06 1667390466.04  995.4628 1051.4326 1046.2114 1045.3334 0.00  313.65  313.46  317.84  297.52  1.06  0.74  0.79  1.22  25 15.84 62.62
2022 11 02 13:01:06 1667390466.10  994.5717 1052.0444 1045.6879 1045.8157 0.00  313.65  313.46  317.84  297.52  1.00  0.74  0.95  0.84  25 15.86 62.87
2022 11 02 13:01:06 1667390466.16  994.7679 1052.2480 1046.1993 1045.1913 0.00  313.65  313.46  317.90  297.34  0.81  0.76  1.15  0.80  25 15.84 62.86
2022 11 02 13:01:06 1667390466.23  994.7337 1051.6727 1046.0957 1045.8054 0.00  313.65  313.46  317.90  297.34  1.01  0.90  0.66  0.93  25 15.90 62.95
2022 11 02 13:01:06 1667390466.29  995.3358 1051.8855 1045.8478 1045.0540 0.00  313.65  313.46  317.90  297.34  0.94  0.86  0.49  0.88  25 15.83 62.86
2022 11 02 13:01:06 1667390466.35  994.9204 1052.2338 1045.8667 1045.3290 0.00  313.65  313.46  317.90  297.34  0.91  0.93  0.87  0.95  25 15.89 62.90
2022 11 02 13:01:06 1667390466.41  994.7601 1052.0529 1045.9441 1044.9973 0.00  313.65  313.46  317.84  297.40  1.38  1.09  0.86  0.89  25 15.84 62.58
2022 11 02 13:01:06 1667390466.48  995.2270 1051.9920 1045.7900 1044.7891 0.00  313.65  313.46  317.84  297.40  0.68  1.03  0.90  0.83  25 15.61 62.64
2022 11 02 13:01:06 1667390466.54  994.7638 1051.4085 1046.1983 1045.2688 0.00  313.65  313.46  317.84  297.40  1.02  0.93  0.80  0.85  25 15.84 62.87
2022 11 02 13:01:06 1667390466.60  995.0988 1052.0311 1046.4857 1045.6803 0.00  313.65  313.46  317.84  297.40  0.80  0.98  0.88  0.68  25 16.13 64.59
2022 11 02 13:01:06 1667390466.67  995.8145 1052.2359 1046.2946 1045.4307 0.00  313.65  313.46  317.84  297.65  0.91  0.81  1.00  0.74  25 16.43 64.72
2022 11 02 13:01:06 1667390466.73  994.8661 1052.0190 1046.6767 1045.8198 0.00  313.65  313.46  317.84  297.65  0.82  0.99  1.01  0.71  25 16.05 63.95
2022 11 02 13:01:06 1667390466.80  995.4257 1051.3633 1046.6488 1046.1315 0.00  313.65  313.46  317.84  297.65  0.99  1.27  0.94  1.08  25 15.95 63.90
2022 11 02 13:01:06 1667390466.86  995.2043 1051.9054 1046.7636 1046.0683 0.00  313.65  313.46  317.84  297.65  0.80  0.98  0.77  1.23  25 16.28 64.18
2022 11 02 13:01:06 1667390466.93  995.1825 1052.0673 1045.8118 1045.8469 0.00  313.65  313.46  317.84  297.46  0.97  0.79  1.06  1.00  25 16.28 64.17
2022 11 02 13:01:06 1667390466.99  994.6369 1051.7902 1046.0007 1045.2319 0.00  313.65  313.46  317.84  297.46  1.07  0.93  1.23  0.78  25 15.78 63.62
2022 11 02 13:01:07 1667390467.06  994.9331 1051.9884 1045.9759 1045.6162 0.00  313.65  313.46  317.84  297.46  0.98  1.11  0.79  0.65  25 16.06 63.91
2022 11 02 13:01:07 1667390467.12  995.2553 1051.7109 1046.3517 1045.7346 0.00  313.65  313.46  317.90  297.59  0.63  1.03  1.12  0.84  25 16.08 63.96
2022 11 02 13:01:07 1667390467.18  994.8715 1052.2416 1045.8870 1045.8684 0.00  313.65  313.46  317.90  297.59  1.08  0.92  1.02  1.02  25 16.32 63.88
2022 11 02 13:01:07 1667390467.25  995.1557 1051.7558 1046.1684 1045.5349 0.00  313.65  313.46  317.90  297.59  1.04  0.77  1.19  0.92  25 16.06 63.62
2022 11 02 13:01:07 1667390467.31  995.3535 1052.2665 1045.9829 1045.5817 0.00  313.65  313.46  317.90  297.59  1.19  0.95  0.92  1.13  25 16.06 63.92
2022 11 02 13:01:07 1667390467.38  995.1848 1052.1886 1046.3342 1045.6853 0.00  313.65  313.46  317.77  297.34  1.22  1.28  0.74  1.20  25 16.06 63.91
2022 11 02 13:01:07 1667390467.44  995.4999 1051.8001 1046.3148 1045.6975 0.00  313.59  313.46  317.77  297.34  0.94  0.94  0.70  1.01  25 16.02 63.38
2022 11 02 13:01:07 1667390467.50  994.9165 1051.9229 1045.9882 1045.6811 0.00  313.59  313.46  317.77  297.34  0.59  0.87  0.84  0.82  25 16.06 63.62
2022 11 02 13:01:07 1667390467.57  994.7694 1052.2424 1045.9294 1045.5730 0.00  313.59  313.40  317.77  297.34  0.45  0.89  0.87  1.00  25 16.06 63.90
2022 11 02 13:01:07 1667390467.63  994.7948 1052.2012 1046.3348 1045.5844 0.00  313.65  313.40  317.84  297.46  0.95  0.97  1.01  0.90  25 16.06 63.94
2022 11 02 13:01:07 1667390467.70  995.2135 1051.8063 1046.1545 1046.4291 0.00  313.65  313.40  317.84  297.46  1.06  1.10  0.92  0.78  25 16.07 63.93
2022 11 02 13:01:07 1667390467.76  994.9827 1052.0902 1046.2012 1045.7010 0.00  313.65  313.40  317.84  297.46  0.62  0.96  0.75  0.84  25 16.28 64.19
2022 11 02 13:02:05 1667390525.95  995.4327 1052.2805 1045.3902 1045.2942 0.00  313.52  313.34  317.71  297.40  1.24  1.00  1.05  1.02  25 16.12 63.12
2022 11 02 13:02:06 1667390526.02  994.6671 1051.8636 1045.8567 1045.0512 0.00  313.52  313.34  317.71  297.40  0.90  0.99  0.97  1.17  25 16.01 62.76
2022 11 02 13:02:06 1667390526.08  994.1868 1051.9840 1045.8950 1045.3332 0.00  313.52  313.34  317.71  297.40  1.28  0.91  1.14  1.25  25 15.86 62.87
2022 11 02 13:02:06 1667390526.14  994.8552 1051.7252 1045.9082 1045.4411 0.00  313.52  313.34  317.71  297.40  0.88  1.04  0.96  1.24  25 15.82 62.85
2022 11 02 13:02:06 1667390526.20  995.0475 1051.6972 1045.6719 1045.6595 0.00  313.52  313.34  317.71  297.15  0.76  1.00  0.77  0.80  25 15.92 62.94
2022 11 02 13:02:06 1667390526.27  994.9808 1051.5988 1045.9904 1045.9430 0.00  313.52  313.34  317.71  297.15  1.12  1.25  0.77  0.85  25 15.87 62.86
2022 11 02 13:02:06 1667390526.33  994.4882 1051.7050 1045.5608 1045.4896 0.00  313.52  313.34  317.71  297.15  0.89  1.16  1.26  0.88  25 15.91 62.61
2022 11 02 13:02:06 1667390526.39  995.3595 1051.5023 1045.6184 1044.8690 0.00  313.46  313.34  317.71  297.15  0.80  1.20  0.78  0.99  25 15.87 62.91
2022 11 02 13:02:06 1667390526.46  994.3976 1051.5891 1046.3654 1045.6226 0.00  313.46  313.34  317.71  297.09  0.96  0.63  0.79  0.96  25 15.92 62.36
2022 11 02 13:02:06 1667390526.52  994.2532 1051.3312 1046.0219 1045.7264 0.00  313.46  313.34  317.71  297.09  1.04  1.10  0.85  0.98  25 15.91 62.92
2022 11 02 13:02:06 1667390526.58  994.6021 1051.6873 1045.7550 1045.0167 0.00  313.46  313.34  317.71  297.09  0.94  0.98  0.90  0.55  25 15.86 62.84
